university_name,teaching,research,citations,income,international
University of Oxford,1.7004294917680747,1.923466952994512,1.6089238845144358,0.03960868527797662,0.2837628251014078
California Institute of Technology,1.7371271772846577,1.9095204008589834,1.6153781913624434,0.08048198520639466,0.2136840849439275
University of Cambridge,1.734824624194703,1.9333452636602246,1.5766881412550704,0.027594846098783106,0.28373896444762586
Stanford University,1.7541517537580529,1.905249343832021,1.6586494869959436,0.0388690050107373,0.19927225005965166
Massachusetts Institute of Technology,1.713015986638034,1.849081364829396,1.6648174659985684,0.07993319016941064,0.24934383202099736
Princeton University,1.7263779527559053,1.923168694822238,1.6703054163684086,0.025888809353376282,0.21045096635647817
Harvard University,1.7127893104271057,1.9626700071581962,1.6877952755905512,0.005320925793366738,0.1876163206871868
Yale University,1.7789191123836794,1.9346098783106658,1.6780481985206395,0.01609401097590074,0.14852063946552135
The University of Chicago,1.7414578859460748,1.9007874015748032,1.701670245764734,0.01686948222381293,0.19540682414698163
Imperial College London,1.6256382724886662,1.7914698162729659,1.6736578382247673,0.05882844189930804,0.4065974707706992
University of Pennsylvania,1.7163922691481748,1.8940348365545214,1.74937962300167,0.06201383917919351,0.13437127177284658
Johns Hopkins University,1.6022429014555,1.896444762586495,1.7451085659747076,0.10391314722023384,0.20848246241947033
University of California,1.634251968503937,1.9011930326890953,1.7881531853972799,0.004390360295872107,0.2282032927702219
ETH Zurich,1.5984013361966118,1.8958840372226198,1.5371987592460035,0.026222858506323072,0.49848484848484853
UCL,1.523777141493677,1.8308041040324503,1.7006442376521116,-0.004795991410164638,0.5057623478883322
Columbia University,1.669362920544023,1.735874492961107,1.76271772846576,0.0010260081126222858,0.38721068957289423
University of California,1.6419231686948221,1.8756382724886662,1.7701145311381532,0.01713194941541398,0.251383917919351
University of Toronto,1.5223335719398712,1.874337866857552,1.6840491529467907,0.012312097351467429,0.4631591505607253
Cornell University,1.5666189453591026,1.8090431877833453,1.753328561202577,0.05570269625387735,0.3714984490575042
Duke University,1.3916726318301123,1.4112383679312814,1.553328561202577,0.11757337151037939,0.08237890718205679
University of Michigan-Ann Arbor,1.35523741350513,1.6120376998329755,1.519040801717967,0.007110474827010259,0.06276544977332378
Northwestern University,1.243903602958721,1.5549272250059651,1.5811142925316157,0.0693629205440229,0.10688379861608208
Tsinghua University,1.6141255070388927,1.8694345025053685,0.9473991887377715,0.12378907182056789,0.0014435695538057769
Peking University,1.6535194464328322,1.7969816272965877,0.9128251014077786,0.09106418515867334,0.10180147936053448
National University of Singapore,1.3927582915771892,1.7453591028394175,1.05411596277738,0.028704366499642087,0.3352541159627774
University of Washington,1.2400143163922692,1.5623120973514673,1.6366976855165833,0.007551896921975662,0.1096158434741112
