university_name,teaching,research,citations,income,international
University of Oxford,18.932999999999996,21.82799999999998,15.810000000000004,0.3517500000000062,3.27675
California Institute of Technology,19.41299999999999,21.108000000000004,15.660000000000009,0.9142500000000022,2.2342500000000043
University of Cambridge,19.20300000000001,21.558000000000007,15.03,0.1967500000000082,3.1717500000000034
Stanford University,19.622999999999998,20.868000000000002,16.259999999999998,0.3692500000000014,2.0092499999999993
Massachusetts Institute of Technology,18.93299999999999,19.668,16.139999999999993,0.8867500000000028,2.721750000000002
Princeton University,18.872999999999994,20.838,15.930000000000009,0.17925000000000857,2.1292500000000034
Harvard University,18.543000000000006,21.528000000000006,16.019999999999992,-0.10324999999999473,1.7692499999999978
Yale University,19.382999999999992,20.38800000000001,15.48,0.024249999999995886,1.1992499999999997
The University of Chicago,18.51299999999999,19.368000000000013,15.299999999999997,0.03175000000000017,1.7467499999999938
Imperial College London,17.132999999999992,18.228000000000016,15.389999999999999,0.4617500000000012,3.3292499999999974
University of Pennsylvania,18.033000000000005,19.06800000000001,15.750000000000014,0.5642500000000026,0.921750000000003
Johns Hopkins University,16.293,19.368000000000002,15.779999999999994,0.9967500000000036,1.5367499999999956
University of California,16.683000000000014,19.128,16.050000000000008,-0.13324999999998877,1.3267500000000068
ETH Zurich,16.322999999999997,19.78799999999999,13.380000000000003,0.1342500000000051,3.411749999999996
UCL,15.123000000000005,18.557999999999996,15.119999999999996,-0.21824999999999717,3.261750000000004
Columbia University,17.46299999999999,16.727999999999994,15.750000000000012,-0.16575000000000228,1.9942499999999912
University of California,16.713000000000008,18.528000000000002,15.480000000000004,-0.0032500000000030838,0.8542499999999964
University of Toronto,14.76299999999999,18.798,14.369999999999997,-0.023250000000002213,2.3992500000000008
Cornell University,15.693,17.748000000000005,15.269999999999998,-0.35825000000000573,1.551749999999997
Duke University,16.503000000000007,14.988000000000003,15.390000000000008,1.2117500000000114,0.6592499999999966
University of Michigan-Ann Arbor,15.603000000000003,17.77799999999999,14.76000000000001,-0.09325000000000028,0.4867500000000047
Northwestern University,14.04300000000002,17.088000000000005,15.629999999999994,0.6742499999999914,0.8542499999999955
Tsinghua University,17.76299999999999,20.147999999999993,8.669999999999995,1.2142500000000016,-0.3982499999999982
Peking University,18.512999999999987,18.948000000000018,8.250000000000002,0.8792500000000003,0.516750000000004
National University of Singapore,14.822999999999993,19.067999999999994,9.36,0.18424999999999647,3.209249999999997
University of Washington,13.443,16.608000000000025,15.870000000000013,-0.09824999999999573,0.5767500000000094
Carnegie Mellon University,11.552999999999997,16.757999999999996,15.749999999999991,-0.02325000000000621,2.091750000000004
London School of Economics and Political Science,12.482999999999993,16.847999999999995,14.130000000000003,-0.40825000000000444,3.036750000000001
New York University,14.822999999999993,15.197999999999993,15.239999999999991,-0.3182499999999977,0.9517500000000036
University of Edinburgh,11.973,14.177999999999988,15.209999999999996,-0.3132500000000067,3.081749999999998
University of California,10.562999999999999,15.618000000000006,15.600000000000001,0.9717499999999926,0.8242500000000001
LMU Munich,12.302999999999999,15.047999999999998,12.929999999999989,1.2142500000000007,1.0867499999999977
University of Melbourne,11.55299999999999,14.178000000000006,13.229999999999999,0.6217499999999978,3.0292500000000024
University of British Columbia,10.232999999999999,13.908000000000003,14.040000000000008,-0.19075000000000175,3.1267500000000035
University of Hong Kong,12.632999999999981,15.108000000000011,9.270000000000003,0.20675000000000354,3.441750000000003
King’s College London,10.173000000000012,12.498000000000003,14.730000000000002,-0.14574999999999738,3.2167500000000104
The University of Tokyo,17.553000000000004,18.828000000000007,4.499999999999998,0.649249999999999,-1.0882500000000017
École Polytechnique Fédérale de Lausanne,11.762999999999995,11.838000000000012,12.780000000000003,0.3742499999999991,3.441750000000001
Georgia Institute of Technology,9.843000000000007,14.868000000000015,13.410000000000009,0.2542500000000003,1.8292500000000023
University of Texas at Austin,12.24300000000002,14.808000000000018,14.25000000000001,-0.12074999999999436,-1.0207499999999985
Karolinska Institute,8.402999999999984,13.368000000000006,15.120000000000001,0.4942500000000001,2.136750000000003
McGill University,11.283000000000008,13.518000000000015,11.7,-0.21574999999999545,2.8267500000000094
Technical University of Munich,11.163000000000013,13.067999999999998,11.940000000000008,1.2142500000000016,1.5142500000000085
Heidelberg University,11.912999999999997,10.037999999999988,15.14999999999999,0.07924999999999516,1.1092499999999972
KU Leuven,9.393000000000004,14.117999999999999,11.880000000000003,1.1967500000000024,1.4317499999999983
Paris Sciences et Lettres – PSL Research University Paris,13.262999999999991,13.368000000000013,9.39,0.01924999999999555,1.9492500000000006
The Hong Kong University of Science and Technology,9.003,11.777999999999995,13.229999999999992,0.5117500000000001,3.374249999999995
University of Illinois at Urbana-Champaign,10.743000000000004,15.34800000000002,11.610000000000014,-0.08824999999999683,0.11925000000000541
Nanyang Technological University,9.062999999999999,13.067999999999987,11.759999999999991,0.6267499999999964,3.179249999999994
Australian National University,8.102999999999994,12.858,12.809999999999999,-0.12575000000000136,3.2092499999999995
University of Wisconsin-Madison,12.422999999999995,13.038000000000002,11.880000000000004,-0.12825000000000086,-0.3982499999999969
Washington University in St Louis,11.043000000000013,9.197999999999986,15.929999999999993,-0.2682499999999952,0.3292500000000018
Brown University,10.982999999999995,8.778000000000002,14.760000000000005,-0.373249999999997,0.6517499999999985
University of North Carolina at Chapel Hill,9.692999999999996,10.908000000000008,15.360000000000008,-0.18824999999999648,-1.1032499999999998
University of California,10.503000000000002,12.018000000000008,11.25000000000001,-0.0007499999999951434,0.7267500000000067
