Institution,Count AI,Count Systems,Count Theory,Count Interdisciplinary
Carnegie Mellon University,1.1483678355504814,1.752504682055017,0.5610611421764958,0.9555537763800643
Univ. of Illinois at Urbana-Champaign,1.1881819839927836,1.8476637471210702,0.5392452284561599,1.0071450951604535
Univ. of California - San Diego,1.154569854519629,1.7628053652655296,0.5221067598409012,0.9934431794247157
Massachusetts Institute of Technology,1.1712834194846693,1.8068168693990976,0.5111262030305159,1.0081837841599472
Georgia Institute of Technology,1.2120677208597115,1.7989369978549186,0.5428444882025669,0.9993029141697619
Stanford University,1.1400899642006024,1.7568769098316646,0.5177944811071813,0.9820339678247869
University of Michigan,1.1545999915312388,1.7717314727356375,0.515222238407341,0.9316834649285789
University of Washington,1.1792502112923906,1.792087753429409,0.5263862904925851,1.0028398907071983
Univ. of California - Berkeley,1.1530128314171955,1.8270144773477128,0.5206122284617208,0.9779792354381375
Cornell University,1.1620264716841966,1.7935832327528245,0.560021640740794,0.984951039328548
University of Maryland - College Park,1.1691966878476305,1.7418296763475247,0.5095101497708859,0.9955051465313793
Northeastern University,1.2040628069953367,1.8289329475420077,0.5256223833960288,0.9883304981488985
University of Wisconsin - Madison,1.1403714453166411,1.7388118530092844,0.5240158086851598,1.0008111696193944
Columbia University,1.160918311011094,1.804743474701575,0.520996186244117,1.0382076864446568
Purdue University,1.1908082396163147,1.7480861005569734,0.5471184475943559,0.9611081955335333
University of Texas at Austin,1.17065125496523,1.7626304035620173,0.5148807417382336,0.9869189771251192
University of Pennsylvania,1.1566249949015075,1.7915231635170135,0.503815250947528,0.9968635273833776
Princeton University,1.1371006454165922,1.7737080175296152,0.49438224019424,0.9661081718543167
University of Massachusetts Amherst,1.1752575477286225,1.8414869525714794,0.5018301619751239,0.9674945223040309
New York University,1.178994346224229,1.7708956196395298,0.5172387805089497,0.9424852646223191
University of Southern California,1.1719176546901595,1.7540862075598154,0.48067166824183744,0.9661266541355189
