university_name,teaching,research,citations,income,international
University of Oxford,78111178791768.9,118113094084674.77,62492639194551.71,48788257319111.234,120674860294696.45
California Institute of Technology,94157149329642.06,106230219855362.44,42132651832885.81,41170346065006.75,97277257683654.98
University of Cambridge,101125687383323.55,102222739494552.0,43803908806806.18,47111939054877.52,93488348380894.89
Stanford University,233363049122759.6,226882042621661.34,157032607392396.03,100838792485462.03,199929002383784.9
Massachusetts Institute of Technology,119758180055341.11,106106551728723.64,78377515192493.67,51573899534612.15,102145596283277.39
Princeton University,240668019416908.78,266109441082255.6,139238192815894.19,98201549539159.72,183684080799767.38
Harvard University,244613351717616.44,267222405814255.84,140916859658942.34,98866629278097.77,202436700514413.38
Yale University,248273401635762.3,254900224713427.66,133620626901958.36,92361120955433.64,190511581088645.34
The University of Chicago,190248943426825.78,195005030487220.6,101905489501978.67,72554121175874.62,145811659602063.2
Imperial College London,159930710791361.8,190405324970880.28,86323806882894.66,70107022684702.71,122784410418053.75
University of Pennsylvania,297958677528221.9,355271366954464.1,165749855492864.4,130515244243003.55,252865872469203.16
Johns Hopkins University,184593588886148.44,190160180814551.75,89390097716654.9,72575128595109.66,131100864611562.0
University of California,183969613775272.2,177562059092101.53,220502375287831.34,67612490658235.97,146932483594561.53
ETH Zurich,488112926373018.0,459969101404030.9,751504281556986.4,169884690561977.4,354808787592711.94
UCL,241244165439117.9,224853239944330.97,434620298540853.94,83711595429159.31,190714542359544.22
Columbia University,247561498121738.97,218960065270924.5,411785888355137.9,75616167639692.8,184417559733052.5
University of California,171677454440091.78,130035350271505.75,243791483429299.72,45495455774669.09,110859604061530.55
University of Toronto,481619563939126.0,328086842735773.1,662911282027928.9,128184228727649.64,308780608554200.94
Cornell University,364774377731570.5,272869439128844.22,509237084878927.75,101708465166847.98,235913586039748.53
Duke University,399750385356356.25,352710520259993.94,594106690747764.6,115394222990394.36,283242699781838.2
University of Michigan-Ann Arbor,485412623586201.25,372474535455070.0,620336935621741.5,130579943342538.4,262964118129614.38
Northwestern University,772305059528386.6,656393522092781.2,981474546191332.8,220469403040190.8,457905473913209.25
Tsinghua University,509362055655078.3,406134009477695.06,555665666676702.56,126510069184773.3,287943141951522.2
Peking University,393708606191921.9,313959837735049.44,428243203648745.6,99768890463509.67,219884898660511.22
National University of Singapore,347936181759940.6,279946631634874.84,418373158987336.4,85255769298547.12,170705793648061.47
University of Washington,455948250733233.8,370274178709685.44,514641313381886.8,110254746081207.84,197138265054946.34
Carnegie Mellon University,542218262426327.8,516161136017507.3,1033753665020837.6,178976526264703.56,342464576205641.56
London School of Economics and Political Science,143216038311961.78,126104447927356.19,246554566026164.06,43735858466075.63,86788234044436.9
New York University,286450927234378.06,254374933830928.6,460346737452775.6,83892711555169.78,160837514125178.3
University of Edinburgh,358618259608325.94,330954784826945.56,573408457075583.6,112796745580853.5,268770154955297.84
University of California,384029421441232.9,371746147535716.8,621562283866688.1,125860409115731.11,330577890124598.3
LMU Munich,301043652811986.1,322712671102614.8,460755958385669.9,109625740932052.83,271704144324702.75
University of Melbourne,446121118785798.7,447446694559779.75,739516013222968.4,152288439075148.0,393668219724458.2
