university_name,fidelity
Boston University,-0.19464146329539744
Kyoto University,-1.786309876021453
Chinese University of Hong Kong,-0.19464146329539744
The Hong Kong University of Science and Technology,-0.19464146329541876
University of North Carolina at Chapel Hill,-0.19464146329539744
Australian National University,-0.19464146329539744
Seoul National University,-0.19464146329541165
Brown University,-0.19464146329539744
The University of Queensland,-0.19464146329539744
Wageningen University & Research,-0.19464146329539744
University of California Davis,-0.19464146329539744
Monash University,-0.19464146329540455
University of Amsterdam,-0.19464146329539744
UNSW Sydney,-0.19464146329539744
University of California Santa Barbara,-0.19464146329539744
McMaster University,-0.19464146329539744
Fudan University,-0.19464146329540455
Leiden University,-0.19464146329539744
Erasmus University Rotterdam,-0.19464146329540455
University of Montreal,-0.19464146329539744
University of Zurich,-0.19464146329539744
Charité - Universitätsmedizin Berlin,-0.19464146329539744
Utrecht University,-0.19464146329539744
University of Warwick,-0.19464146329539744
Delft University of Technology,-0.19464146329541165
University of Tübingen,-0.19464146329539744
University of Groningen,-0.19464146329539744
Humboldt University of Berlin,-0.19464146329539744
Ohio State University (Main campus),-0.19464146329539744
University of Freiburg,-0.19464146329539744
University of Copenhagen,-0.19464146329539744
Emory University,-0.1946414632954081
University of Minnesota,-0.19464146329539744
École Polytechnique,-0.19464146329539744
University of Science and Technology of China,-0.19464146329539744
Sorbonne University,-0.19464146329539744
University of Maryland College Park,-0.19464146329540455
University of Bristol,-0.19464146329539744
University of Basel,-0.19464146329539744
University of Glasgow,-0.19464146329539744
Purdue University West Lafayette,-0.194641463295401
Zhejiang University,-1.7863098760214484
Korea Advanced Institute of Science and Technology (KAIST),-1.7863098760214509
National Taiwan University (NTU),-0.19464146329540455
University of California Irvine,-0.19464146329539744
University of Helsinki,-0.19464146329539744
Shanghai Jiao Tong University,-1.7863098760214509
Dartmouth College,-0.19464146329539744
Sungkyunkwan University (SKKU),-0.19464146329539744
Ghent University,-0.19464146329539744
Lund University,-0.19464146329539744
Michigan State University,-0.1946414632954152
Aarhus University,-0.194641463295401
University of Birmingham,-0.19464146329539744
RWTH Aachen University,-0.19464146329539744
University of Bern,-0.19464146329539744
Queen Mary University of London,-0.19464146329539744
Nanjing University,-0.194641463295401
Uppsala University,-0.19464146329539744
Vanderbilt University,-0.19464146329539744
University of Bonn,-0.194641463295401
Penn State (Main campus),-0.19464146329539744
Vrije Universiteit Amsterdam,-0.19464146329539744
University of Virginia (Main campus),-0.19464146329539744
University of Adelaide,-0.19464146329539744
Free University of Berlin,-0.19464146329539744
Georgetown University,-0.19464146329539744
Case Western Reserve University,-0.19464146329539744
Maastricht University,-0.19464146329539744
University of Sheffield,-0.19464146329539744
University of Arizona,-0.19464146329539744
Rice University,-0.19464146329539744
City University of Hong Kong,-0.19464146329539744
University of Oslo,-0.19464146329539744
University of Southampton,-0.19464146329539744
Hong Kong Polytechnic University,-0.19464146329539744
University of Göttingen,-0.19464146329540455
University of Alberta,-0.19464146329539744
University of Colorado Boulder,-0.19464146329539744
University of Pittsburgh-Pittsburgh campus,-0.194641463295401
University of York,-0.19464146329539744
University of Hamburg,-0.19464146329539744
Lancaster University,-0.19464146329539744
University of Paris,-0.19464146329539744
Radboud University Nijmegen,-0.19464146329539744
The University of Western Australia,-0.19464146329539744
Indiana University,-0.19464146329539744
University of Mannheim,-0.19464146329539744
Technical University of Berlin,-0.19464146329540455
Ulm University,-0.19464146329539744
University of Würzburg,-0.194641463295401
University of Cologne,-0.19464146329539744
University of Ottawa,-0.19464146329539744
University of Auckland,-0.19464146329539744
University of Rochester,-0.19464146329540455
Durham University,-0.19464146329539744
University of Geneva,-0.19464146329539744
Pohang University of Science and Technology (POSTECH),-0.19464146329539744
University of Florida,-0.19464146329539744
Pompeu Fabra University,-0.19464146329539744
TU Dresden,-0.19464146329539744
University of Cape Town,-0.194641463295401
Trinity College Dublin,-0.19464146329539744
Tufts University,-0.19464146329539744
Bielefeld University,-0.19464146329539744
University of Nottingham,-0.19464146329539744
University of Leeds,-0.19464146329539744
University of Sussex,-0.194641463295401
University of Technology Sydney,-0.194641463295401
University of Liverpool,-0.19464146329539744
Université Catholique de Louvain,-0.19464146329539744
University of Vienna,-0.19464146329539744
Rutgers the State University of New Jersey,-0.19464146329539744
University of Bologna,-0.194641463295401
Korea University,-0.19464146329539744
University of Alabama at Birmingham,-0.19464146329539744
University of Antwerp,-0.19464146329539744
University of Leicester,-0.19464146329539744
University of Notre Dame,-0.19464146329539744
Sant’Anna School of Advanced Studies – Pisa,-0.19464146329539744
University of Exeter,-0.194641463295401
Lomonosov Moscow State University,-1.7863098760214484
Northeastern University,-0.19464146329539744
Ulsan National Institute of Science and Technology (UNIST),-0.194641463295401
University of Aberdeen,-0.19464146329539744
Newcastle University,-0.19464146329539744
Paris-Saclay University,-0.19464146329539744
Scuola Normale Superiore di Pisa,-0.19464146329540455
Autonomous University of Barcelona,-0.19464146329539744
Stockholm University,-0.194641463295401
Arizona State University (Tempe),-0.19464146329539744
University of Canberra,-0.19464146329539744
Queensland University of Technology,-0.19464146329539744
Eindhoven University of Technology,-0.19464146329539744
George Washington University,-0.194641463295401
Technical University of Denmark,-0.19464146329539744
Yonsei University (Seoul campus),-0.194641463295401
Cardiff University,-0.19464146329540455
University of Gothenburg,-0.19464146329539744
University of Lausanne,-0.19464146329539744
Tel Aviv University,-0.19464146329539744
Macquarie University,-0.19464146329540455
University of Münster,-0.19464146329540455
Texas A&M University,-0.19464146329539744
University of Barcelona,-0.19464146329539744
University of Erlangen-Nuremberg,-0.194641463295401
University of Calgary,-0.19464146329539744
University of East Anglia,-0.19464146329539744
Queen’s University Belfast,-0.194641463295401
Aalborg University,-0.19464146329539744
Aalto University,-0.19464146329539744
University of Bath,-0.19464146329539744
University of Bergen,-0.19464146329539744
Brandeis University,-0.19464146329539744
University of California Santa Cruz,-0.19464146329539744
Chalmers University of Technology,-0.194641463295401
Copenhagen Business School,-0.19464146329539744
Curtin University,-0.19464146329539744
University of Duisburg-Essen,-0.19464146329539744
University of Dundee,-0.19464146329539744
Griffith University,-0.19464146329539744
University of Hawai’i at Mānoa,-0.19464146329539744
Hebrew University of Jerusalem,-0.19464146329539744
University of Hohenheim,-0.19464146329539744
Howard University,-0.19464146329539744
University of Iowa,-0.19464146329539744
James Cook University,-0.19464146329539744
Karlsruhe Institute of Technology,-0.194641463295401
King Abdulaziz University,-0.2606495075584405
KTH Royal Institute of Technology,-0.194641463295401
La Trobe University,-0.19464146329539744
Université Libre de Bruxelles,-0.194641463295401
University of Luxembourg,-0.2606495075584405
University of Massachusetts,-0.194641463295401
Medical University of Graz,-0.19464146329539744
Medical University of Innsbruck,-0.19464146329539744
Medical University of Vienna,-0.194641463295401
University of Miami,-0.19464146329539744
Moscow Institute of Physics and Technology (MIPT),-0.19464146329539744
University of Otago,-0.19464146329539744
RCSI University of Medicine and Health Sciences,-0.19464146329539744
University of Reading,-0.19464146329539744
St George’s University of London,-0.1946414632954081
University of São Paulo,-1.786309876021453
Sapienza University of Rome,-0.194641463295401
University of South Florida (Tampa),-0.19464146329539744
University of St Andrews,-0.19464146329540455
Télécom Paris,-0.19464146329540455
Tilburg University,-0.19464146329539744
Tohoku University,-1.7863098760214509
University of Twente,-0.2606495075584405
University of Utah,-0.19464146329540455
Virginia Polytechnic Institute and State University,-0.19464146329539744
University of Waterloo,-0.19464146329539744
Western University,-0.19464146329540455
University of the Witwatersrand,-0.19464146329539744
University of Wollongong,-0.19464146329539744
Alfaisal University,-0.2606495075584405
Auckland University of Technology,-0.19464146329539744
Australian Catholic University,-0.19464146329539744
Brighton and Sussex Medical School,-0.19464146329539744
University at Buffalo,-0.19464146329539744
University of California Riverside,-0.19464146329539744
University of Cincinnati,-0.19464146329539744
Dalhousie University,-0.19464146329539744
Deakin University,-0.19464146329539744
École des Ponts ParisTech,-0.19464146329539744
École Normale Supérieure de Lyon,-0.19464146329539744
Flinders University,-0.194641463295401
Florida State University,-0.19464146329539744
Friedrich Schiller University Jena,-0.194641463295401
George Mason University,-0.19464146329539744
Goethe University Frankfurt,-0.19464146329539744
HSE University,-0.19464146329539744
University of Illinois at Chicago,-0.19464146329539744
Jacobs University,-0.2606495075584405
University of Kiel,-0.194641463295401
University of Konstanz,-0.19464146329539744
Kyung Hee University,-0.19464146329539744
Université Laval,-0.19464146329539744
Macau University of Science and Technology,
University of Navarra,-0.19464146329539744
University of Newcastle,-0.194641463295401
University of New Mexico (Main campus),-0.19464146329539744
Nova Southeastern University,-0.194641463295401
Oregon Health and Science University,-0.19464146329539744
University of Padua,-0.194641463295401
University of Potsdam,-0.194641463295401
Queen’s University,-0.194641463295401
Ruhr University Bochum,-0.19464146329540455
Simon Fraser University,-0.194641463295401
University of Southern Denmark,-0.19464146329540455
Southern University of Science and Technology (SUSTech),-0.19464146329539744
State University of New York Albany,-0.19464146329539744
Stellenbosch University,-0.194641463295401
Sun Yat-sen University,-0.19464146329539744
University of Surrey,-0.19464146329539744
Swansea University,-0.19464146329539744
University of Tartu,-0.19464146329540455
Università della Svizzera Italiana,
University College Dublin,-0.19464146329539744
Vita-Salute San Raffaele University,-0.19464146329539744
Vrije Universiteit Brussel,-0.194641463295401
Wake Forest University,-0.19464146329539744
Western Sydney University,-0.194641463295401
William & Mary,-0.19464146329539744
American University of Beirut,-0.194641463295401
Anglia Ruskin University ARU,-0.19464146329539744
Autonomous University of Madrid,-0.19464146329539744
Beijing Normal University,-0.19464146329539744
Boston College,-0.194641463295401
University of California Merced,-0.194641463295401
University of Colorado Denver,-0.19464146329539744
Cyprus University of Technology,-0.19464146329539744
University of Delaware,-0.194641463295401
University of Essex,
University of Greifswald,-0.19464146329539744
Huazhong University of Science and Technology,-0.19464146329539744
Illinois Institute of Technology,-0.19464146329540455
Indian Institute of Science,-1.7863098760214484
Johannes Gutenberg University of Mainz,-0.19464146329539744
University of Kent,
University of Klagenfurt,-0.19464146329539744
Kurdistan University of Medical Sciences,-0.194641463295401
University of Macau,
University of Malaya,-0.19464146329539744
University of Marburg,-0.19464146329539744
Montpellier University,-0.19464146329539744
National University of Ireland Galway,-0.19464146329539744
North Carolina State University,-0.194641463295401
University of Oregon,-0.19464146329539744
University of Oulu,-0.19464146329539744
University of Passau,-0.19464146329539744
Peter the Great St Petersburg Polytechnic University,-0.19464146329539744
Qatar University,
Reykjavík University,-0.194641463295401
RMIT University,
Royal Holloway University of London,
Rush University,-0.1946414632954081
Sejong University,-0.19464146329539744
University of South Australia,-0.2606495075584405
University of Stirling,-0.19464146329540455
Stony Brook University,-0.19464146329539744
Syracuse University,-0.19464146329539744
Taipei Medical University,-0.19464146329539744
Tampere University,-0.194641463295401
Technical University of Darmstadt,-0.19464146329539744
Temple University,-0.194641463295401
The University of Tennessee-Knoxville,-0.194641463295401
University of Texas at Dallas,-0.19464146329539744
Tokyo Institute of Technology,-1.7863098760214484
University of Trento,-0.19464146329539744
Tulane University,-0.19464146329539744
United Arab Emirates University,
University College Cork,-0.19464146329539744
Washington State University,-0.19464146329539744
Wuhan University,-0.19464146329539744
Aix-Marseille University,-0.19464146329539744
Babol Noshirvani University of Technology,-0.194641463295401
University of Bayreuth,-0.194641463295401
Birkbeck University of London,
Universiti Brunei Darussalam,
Brunel University London,
Catholic University of Portugal,-0.19464146329539744
Central South University,-0.194641463295401
City University of London,
University of Crete,-0.19464146329539744
Drexel University,-0.19464146329539744
East China Normal University,-0.194641463295401
University of Fribourg,
Grenoble Alpes University,-0.19464146329539744
Hanyang University,-1.7863098760214484
Hasselt University,-0.19464146329539744
Heriot-Watt University,
Hong Kong Baptist University,
IMT Atlantique,-0.2606495075584405
Indian Institute of Technology Ropar,-0.194641463295401
University of Innsbruck,
University of Kansas,-0.19464146329539744
Khalifa University,
University of KwaZulu-Natal,-0.19464146329539744
Lappeenranta-Lahti University of Technology LUT,-0.19464146329539744
University of Liège,-0.2606495075584476
Loughborough University,-0.19464146329539744
University of Manitoba,-0.19464146329539744
University of Milan,-0.19464146329539744
University of Milan-Bicocca,-0.19464146329539744
Nagoya University,-1.7863098760214484
Nankai University,-0.19464146329539744
National Tsing Hua University,-1.7863098760214509
Northumbria University,-0.19464146329539744
NOVA University of Lisbon,-0.19464146329539744
University of Occupational and Environmental Health Japan,-0.194641463295401
Örebro University,-0.194641463295401
Osaka University,-1.7863098760214484
Politecnico di Milano,-0.19464146329539744
University of Stuttgart,-0.19464146329539744
Swedish University of Agricultural Sciences,-0.19464146329539744
Swinburne University of Technology,
University of Tasmania,
University of Turku,-0.194641463295401
UiT The Arctic University of Norway,-0.19464146329539744
Umeå University,-0.19464146329539744
Université de Versailles Saint-Quentin-en-Yvelines,-0.19464146329539744
Victoria University,
University of Victoria,
Wayne State University,-0.19464146329539744
Aberystwyth University,
University of Alaska Fairbanks,-0.19464146329539744
American University,-0.194641463295401
Aston University,
Aswan University,-0.19464146329539744
Bangor University,
University of Bari Aldo Moro,-0.19464146329539744
Bauman Moscow State Technical University,-0.19464146329539744
University of Bordeaux,-0.19464146329539744
Bournemouth University,
University of Bremen,-0.19464146329539744
University of Brescia,-0.194641463295401
University of Campinas,-1.7863098760214484
Cankaya University,-0.19464146329539744
University of Canterbury,
Centrale Nantes,
CEU Universities,-0.19464146329539744
Charles University in Prague,-0.19464146329539744
China Medical University Taiwan,-0.194641463295401
Clark University,-0.19464146329539744
Colorado School of Mines,-0.19464146329539744
Colorado State University Fort Collins,-0.19464146329539744
University of Connecticut,-0.19464146329540455
University of Denver,-0.19464146329539744
University of Desarrollo,-0.194641463295401
Diego Portales University,-0.19464146329539744
Durban University of Technology,-0.194641463295401
University of Eastern Finland,-0.19464146329539744
Edith Cowan University,
Federal University of Toulouse Midi-Pyrénées,-0.19464146329539744
University of Florence,-0.194641463295401
Florida International University,-0.19464146329539744
Free University of Bozen-Bolzano,
University of Genoa,-0.19464146329539744
University of Georgia,-0.194641463295401
Georgia State University,-0.19464146329539744
Goldsmiths University of London,
Harbin Institute of Technology,-1.7863098760214484
Hunan University,-0.194641463295401
University of Ibadan,-0.19464146329539744
University of Iceland,-0.19464146329539744
Indian Institute of Technology Indore,-0.19464146329539744
Iowa State University,-0.19464146329539744
Jordan University of Science and Technology,-0.19464146329539744
Justus Liebig University Giessen,-0.19464146329539744
University of Jyväskylä,-0.194641463295401
University of Kentucky,-0.19464146329539744
King Saud University,
Koç University,-0.19464146329539744
Kyushu University,-1.7863098760214484
Linköping University,-0.19464146329539744
L’institut Agro,-0.19464146329539744
Liverpool John Moores University,-0.19464146329539744
Makerere University,-0.2606495075584405
Mansoura University,-0.194641463295401
Maynooth University,
Middlesex University,
Missouri University of Science and Technology,-0.19464146329539744
Mizzou - University of Missouri,-0.194641463295401
University of Modena and Reggio Emilia,-0.19464146329539744
University of Naples Federico II,-0.19464146329539744
National and Kapodistrian University of Athens,-0.19464146329539744
National Research Nuclear University MEPhI,-1.7863098760214509
National Yang-Ming University,-0.19464146329539744
University of Nebraska-Lincoln,-0.19464146329539744
University of Neuchâtel,
Norwegian University of Science and Technology,-0.19464146329539744
Oklahoma State University,-0.194641463295401
Oregon State University,-0.19464146329539744
University of Pavia,-0.19464146329539744
University of Peradeniya,-0.194641463295401
University of the Philippines,-0.19464146329539744
University of Pisa,-0.19464146329539744
University of Plymouth,-0.1946414632954081
Polytechnic University of Bari,-0.194641463295401
Pontifical Javeriana University,-0.19464146329539744
University of Porto,-0.19464146329539744
University of Rome II – Tor Vergata,-0.19464146329539744
Royal Veterinary College,
University of St Gallen,
Saint-Petersburg Mining University,-0.194641463295401
University of Salerno,-0.19464146329539744
University of Sannio,-0.19464146329539744
University of Saskatchewan,
Semmelweis University,-0.19464146329539744
Sharif University of Technology,-1.7863098760214484
Shenzhen University,-0.19464146329539744
University of Siena,-0.19464146329539744
University of South Carolina-Columbia,-0.19464146329539744
South China University of Technology,-0.19464146329539744
SRUC (Scotland’s Rural College),-0.19464146329539744
University of Strathclyde,
Technion Israel Institute of Technology,-0.19464146329539744
Tianjin University,-1.7863098760214484
Tokyo Medical and Dental University (TMDU),-0.19464146329539744
Tongji University,-1.7863098760214509
University of Tsukuba,-1.7863098760214484
TU Dortmund University,-1.7863098760214484
The University of Tulsa,-0.19464146329539744
University of Turin,-0.19464146329539744
TU Wien,
University of Valencia,-0.19464146329539744
Verona University,-0.19464146329539744
University of the West of England,-0.19464146329539744
Xi’an Jiaotong University,-1.7863098760214509
York University,
Abdul Wali Khan University Mardan,-0.19464146329539744
Amirkabir University of Technology,-1.7863098760214484
University of L’Aquila,-0.19464146329539744
Universidad Autónoma de Chile,-0.19464146329539744
Bar-Ilan University,-1.786309876021453
Beihang University,-1.7863098760214509
Beijing University of Chemical Technology,-0.19464146329539744
Beijing Institute of Technology,-1.7863098760214509
Binghamton University State University of New York,-0.1946414632954081
Bond University,
Carleton University,
University of Catania,-0.194641463295401
CentraleSupélec,
Charles Darwin University,
Claude Bernard University Lyon 1,-0.19464146329539744
Complutense University of Madrid,-0.19464146329539744
University of Costa Rica,-0.19464146329539744
University of Côte d’Azur,
University of Cyprus,
Dublin City University,
University of Electronic Science and Technology of China,-0.19464146329539744
Ferhat Abbas Sétif University 1,-0.19464146329539744
University of Ferrara,-0.19464146329540455
Fujita Health University,-0.194641463295401
Graz University of Technology,
University of Guelph,
Gwangju Institute of Science and Technology,-1.7863098760214484
Hacettepe University,-0.194641463295401
Hofstra University,-0.19464146329539744
Hokkaido University,-1.7863098760214509
University of Houston,-0.19464146329539744
University of Hull,
University of Insubria,-0.19464146329539744
Iran University of Medical Sciences,-2.899774302207504
Iran University of Science and Technology,-1.786309876021453
ITMO University,
Jagiellonian University,-0.19464146329539744
University of Kashan,-0.19464146329539744
Keele University,
King Fahd University of Petroleum and Minerals,
King Khalid University,
Lagos State University,-0.194641463295401
Leibniz University Hannover,-1.7863098760214484
University of Limerick,
University of Lincoln,
University of Lisbon,-0.19464146329539744
Louisiana State University,-0.19464146329539744
Lviv Polytechnic National University,-0.19464146329540455
Mashhad University of Medical Sciences,-0.194641463295401
Memorial University of Newfoundland,
University of Messina,-0.19464146329539744
University of Montana,-0.19464146329539744
Murdoch University,
National Cheng Kung University (NCKU),-1.786309876021453
National Chiao Tung University,-1.7863098760214413
National Taiwan University of Science and Technology (Taiwan Tech),-1.7863098760214484
University of Nebraska Medical Center,-0.19464146329539744
New Jersey Institute of Technology,
Northern Arizona University,-0.19464146329539744
North-West University,-0.19464146329539744
Northwestern Polytechnical University,-0.19464146329539744
Universidad Peruana Cayetano Heredia,-0.19464146329540455
Polytechnic University of Turin,-0.19464146329539744
Pontifical Catholic University of Chile,-0.2606495075584405
University of Portsmouth,
Quaid-i-Azam University,-0.19464146329539744
Renmin University of China,-0.19464146329539744
Rensselaer Polytechnic Institute,-0.194641463295401
Sabancı University,-0.2606495075584476
University of Sassari,-0.19464146329540455
Sciences Po,
SOAS University of London,-1.7863098760214484
Soochow University,-0.19464146329539744
Southeast University,-0.19464146329539744
University of Southern Queensland,
Southwestern University of Finance and Economics,-0.19464146329539744
Stevens Institute of Technology,
University of Strasbourg,
Suez Canal University,-0.19464146329539744
Sumy State University,-0.19464146329539744
University of Tehran,-1.7863098760214484
Tehran University of Medical Sciences,-2.8997743022074918
Teikyo University,-0.19464146329539744
Télécom SudParis,
The University of Texas at San Antonio,-0.194641463295401
Tomsk State University,-1.7863098760214484
University of Trieste,-0.19464146329539744
Universiti Tunku Abdul Rahman (UTAR),-0.194641463295401
University of Tuscia,-0.194641463295401
University of Urbino Carlo Bo,-0.19464146329539744
Victoria University of Wellington,
University of Waikato,
The University of the West Indies,-0.19464146329539744
University of the West of Scotland,
Xiamen University,-0.19464146329539744
Zhejiang Normal University,-0.19464146329539744
Åbo Akademi University,
The University of Aizu,
Ajou University,-1.7863098760214484
University of Alabama,-0.194641463295401
University of Alabama in Huntsville,-0.2606495075584405
Al-Balqa Applied University,
Amedeo Avogadro University of Eastern Piedmont,-0.19464146329539744
University of Antofagasta,
Aristotle University of Thessaloniki,-0.194641463295401
University of Arkansas,-1.7863098760214438
Athens University of Economics and Business,-2.899774302207498
Auburn University,-0.19464146329539744
University of Aveiro,-1.7863098760214484
University of the Balearic Islands,-0.19464146329539744
Banaras Hindu University,-2.8997743022075033
University of Beira Interior,-2.89977430220749
University of Belgrade,-2.89977430220749
University of Bergamo,-0.19464146329539744
Bilkent University,
Birmingham City University,
Boğaziçi University,-0.2606495075584405
Université Bourgogne Franche-Comté (UBFC),-2.8997743022075015
University of Bradford,
University of Brighton,-2.899774302207505
Bucharest University of Economic Studies,-2.8997743022075015
Ca’ Foscari University of Venice,-2.899774302207483
Cairo University,-2.89977430220749
University of Calabria,-0.2606495075584476
University of Central Florida,-0.19464146329539744
Chapman University,
Institute of Chemical Technology,-2.8997743022074847
China Agricultural University,-1.7863098760214389
China University of Petroleum Beijing,-2.8997743022074873
Chongqing University,-1.7863098760214509
Chulalongkorn University,-0.19464146329539744
Chung-Ang University,-1.7863098760214484
Clemson University,
University of Clermont Auvergne,
University of Coimbra,
COMSATS University Islamabad,-0.19464146329539744
Concordia University,
Coventry University,-2.8997743022075015
Creighton University,
Dalian University of Technology,-1.7863098760214484
University of Delhi,
De Montfort University,
University of Deusto,-2.899774302207498
École des Mines de Saint-Étienne,-0.19464146329539744
École normale supérieure Paris-Saclay,-2.899774302207483
Edinburgh Napier University,
Eötvös Loránd University,-2.89977430220749
European University of Madrid,
Ewha Womans University,-2.89977430220749
Federal University of Minas Gerais,-0.19464146329539744
Federal University of Rio Grande do Sul,-0.19464146329539744
Federal University of Santa Catarina,-0.19464146329539744
Federal University of São Paulo (UNIFESP),
Federal University of Sergipe (UFS),-0.19464146329539744
Gabriele d‘Annunzio University,-0.19464146329539744
University of Girona,-0.19464146329539744
Glasgow Caledonian University,
University of Granada,-0.19464146329539744
University of Graz,
University of Greenwich,
Guangdong University of Technology,-0.19464146329539744
University of Haifa,-0.19464146329539744
Hamburg University of Technology,
Huazhong Agricultural University,-2.8997743022074944
University of Huddersfield,
University of Idaho,-0.19464146329539744
IDC Herzliya,-2.8997743022074935
Indian Institute of Science Education and Research Pune,
Indian Institute of Science Education and Research Kolkata,-0.1946414632954081
Indian Institute of Technology Gandhinagar,-0.19464146329539744
Indian Institute of Technology Hyderabad,-0.19464146329539744
Indraprastha Institute of Information Technology Delhi,-0.194641463295401
Universitat Internacional de Catalunya,
University of International Business and Economics,
University of Ioannina,-0.19464146329539744
ISCTE-University Institute of Lisbon,-1.7863098760214495
Isfahan University of Technology,-2.899774302207506
Jamia Millia Islamia,-1.7863098760214495
Jaume I University,-2.899774302207498
Jawaharlal Nehru University,
Jiangsu Normal University,-2.8997743022074944
Jikei University School of Medicine,-1.786309876021452
Jinan University,-2.89977430220749
University of Johannesburg,-1.7863098760214484
Johannes Kepler University of Linz,
Kafrelsheikh University,-0.19464146329539744
University of Kaiserslautern,-2.899774302207506
Kansai Medical University,-0.19464146329539744
Kansas State University,-2.8997743022074944
Kazan Federal University,-0.19464146329539922
Universiti Kebangsaan Malaysia,-2.899774302207483
Keio University,-2.899774302207504
King George‘s Medical University,-0.19464146329539744
Kobe University,
Konkuk University,-1.7863098760214484
University of Kurdistan,-0.19464146329539744
University of Lagos,-0.19464146329539744
Lakehead University,-2.899774302207483
University of La Laguna,-0.194641463295401
University of Latvia,
Lehigh University,
University of Lille,
Lincoln University,
University of Lleida,-2.8997743022074873
University of Lorraine,
Mae Fah Luang University,-2.899774302207504
Mahatma Gandhi University,-2.89977430220749
Mahidol University,-1.7863098760214602
University of Malta,-2.899774302207505
Manchester Metropolitan University,
Marche Polytechnic University,-0.19464146329539744
University of Maryland Baltimore County,-0.194641463295401
Masaryk University,-0.19464146329539744
Massey University,
Metropolitan Autonomous University,-0.19464146329539744
Miguel Hernández University of Elche,-1.7863098760214544
University of Missouri-St Louis,-0.194641463295401
University of Mohaghegh Ardabili,-0.194641463295401
Montana State University,-0.1946414632954081
Monterrey Institute of Technology,-2.8997743022074847
University of Nairobi,-0.19464146329539744
Nanjing Agricultural University,-1.7863098760214484
Nanjing University of Information Science and Technology,-0.19464146329539744
Nanjing Medical University,-2.899774302207483
Nanjing Tech University,-2.8997743022074927
University of Nantes,
National Institute of Applied Sciences of Lyon (INSA Lyon),-2.89977430220749
National University of Science and Technology (MISiS),-0.19464146329539744
National Taiwan Normal University,-1.7863098760214389
National Technical University of Athens,-1.7863098760214495
University of Nevada Las Vegas,
New Mexico State University (Main campus),-0.19464146329539922
Nippon Medical School,-0.19464146329539744
University of North Carolina at Greensboro,-1.7863098760214495
Norwegian University of Life Sciences,
Nottingham Trent University,
Novosibirsk State University,-2.89977430220749
Ohio University (Main campus),
The Open University,
Open University of Catalonia,-0.194641463295401
Oxford Brookes University,
Ozyegin University,-2.8997743022074935
Palacký University Olomouc,
University of Palermo,-0.194641463295401
Panjab University,-1.7863098760214495
Panthéon-Sorbonne University – Paris 1,-2.899774302207482
University of Parma,-0.19464146329539744
Parthenope University of Naples,-0.19464146329539744
University of Pécs,-0.19464146329539744
Polytechnic University of Catalonia,
Pontifical Catholic University of Rio de Janeiro (PUC-Rio),-0.19464146329539744
University of Pretoria,-1.7863098760214484
Universiti Putra Malaysia,-2.89977430220749
Université du Québec,-1.7863098760214484
University of Rennes 1,-2.89977430220749
University of Rhode Island,-0.19464146329539744
University of Rome III,-0.194641463295401
Roskilde University,-0.19464146329539744
University of Rovira i Virgili,-0.194641463295401
Ryerson University,-2.89977430220749
Universiti Sains Malaysia,-2.899774302207497
Saint Petersburg State University,-2.89977430220749
University of Salento,-0.19464146329539744
San Diego State University,-0.19464146329539744
Savitribai Phule Pune University,-2.8997743022074918
Shahid Beheshti University,
Shahid Beheshti University of Medical Sciences,
Shandong University,-1.7863098760214484
University of Sharjah,
