qid,gender,race,weight_lifting_ability
2,621342.2222222222,-1105902.2222222222,223000.0
2,-1019308.8888888889,-1047826.6666666665,240340.0
2,763866.6666666665,542717.7777777778,-533568.8888888889
2,-1031228.8888888889,-1101048.8888888888,345353.3333333334
2,709248.8888888889,527068.8888888889,-460933.33333333326
2,-956891.1111111112,-1068224.4444444445,1856884.4444444445
2,-1196866.6666666667,468431.1111111111,633324.4444444444
2,-1238062.2222222222,420831.1111111111,32397.777777777777
2,584062.2222222222,-1190877.7777777778,-385888.8888888889
2,636664.4444444445,-1126035.5555555555,-229406.6666666667
2,604737.7777777778,-1187640.0,19028.888888888887
2,495991.1111111111,-1040006.6666666665,-681891.1111111111
2,578617.7777777778,-1042391.1111111111,-691737.7777777778
2,686344.4444444444,536515.5555555555,203300.0
2,-1174315.5555555555,439735.5555555556,791746.6666666665
2,502406.66666666674,-1211911.111111111,-724697.7777777778
2,649882.2222222222,-1202977.7777777778,-19688.88888888889
2,593337.7777777778,-1169859.9999999998,112744.44444444444
2,655851.1111111111,-1179973.3333333333,188577.77777777778
2,815277.7777777778,600233.3333333333,-225093.33333333337
2,737873.3333333333,536140.0,-666173.3333333333
2,-796771.1111111111,511391.1111111111,1675293.3333333335
2,-1253315.5555555555,434186.66666666674,-90793.33333333331
2,-1162217.7777777778,475546.66666666674,626953.3333333333
2,550340.0,-1142782.2222222222,-507937.77777777775
2,531133.3333333333,-1057804.4444444445,-670397.7777777778
2,677662.2222222222,469466.6666666666,-852068.8888888889
2,-1160204.4444444445,320533.3333333334,-751815.5555555555
2,667228.8888888889,477240.0,-981302.2222222224
2,704608.8888888889,459393.33333333326,-754391.1111111111
2,-1155377.7777777778,328253.33333333326,-861253.3333333335
2,-1318368.8888888888,404262.2222222222,-515948.8888888889
2,-1210404.4444444445,321700.0,-751771.1111111111
2,-1090755.5555555555,-1039920.0,336371.1111111111
2,-964046.6666666665,-959884.4444444444,-8344.44444444445
2,-1262433.3333333335,448000.0,-140733.33333333337
2,833800.0,515624.4444444445,-247928.8888888889
2,-596515.5555555555,229657.7777777778,2329515.5555555555
2,-1056391.111111111,-982515.5555555555,1426744.4444444445
2,714455.5555555556,570044.4444444444,5380.000000000005
2,-1024022.2222222222,-848246.6666666665,-51093.33333333333
2,642231.1111111111,-1200426.6666666667,-323877.7777777778
2,597040.0,-1212824.4444444445,-307055.55555555556
2,612997.7777777778,-1169397.7777777778,420544.44444444444
2,755693.3333333333,512864.4444444445,119040.0
2,660457.7777777778,549360.0,-994375.5555555555
2,768573.3333333333,552048.8888888889,-245028.8888888889
2,574626.6666666667,-1161533.3333333333,-472842.2222222222
2,-1408935.5555555555,389606.6666666666,-433784.44444444444
2,610540.0,453337.77777777775,-984097.777777778
2,-1233368.888888889,383737.7777777778,-143260.0
2,449060.0,342453.33333333326,1134437.7777777778
2,708484.4444444444,496611.1111111111,-629451.1111111111
2,596591.1111111111,-1203902.2222222222,214511.1111111111
2,813300.0,510697.77777777775,-195291.1111111111
2,-1220002.2222222222,443642.2222222222,203448.8888888889
2,-832964.4444444444,479728.8888888889,1761257.7777777778
2,-1229813.3333333333,335364.44444444444,-717668.8888888889
2,-925335.5555555556,-761242.2222222222,-338973.33333333326
2,-1032904.4444444445,-1047275.5555555555,298908.8888888889
2,-1038855.5555555556,-1011935.5555555556,295802.2222222222
2,-606346.6666666667,226533.33333333337,2332568.888888889
2,-761826.6666666665,476940.0,1864760.0
2,768973.3333333333,573537.7777777776,111886.66666666669
2,-1177297.7777777778,350742.2222222222,-762251.1111111111
2,726093.3333333333,558548.8888888889,412913.3333333334
2,-996560.0,-917484.4444444444,140548.88888888888
2,644506.6666666667,465440.0,-804077.7777777778
2,695926.6666666665,535533.3333333334,244175.55555555556
2,701337.7777777778,446804.4444444444,-807168.8888888889
2,443888.8888888889,-1055333.3333333335,-890588.8888888889
2,-1215671.111111111,426935.5555555556,220182.2222222222
2,604737.7777777778,-1162388.8888888888,36602.222222222226
2,-1231577.7777777778,439333.33333333326,268857.77777777775
2,610320.0,472340.0,-1015768.8888888889
2,-1147024.4444444445,466360.0,654540.0
2,-1179915.5555555555,511344.4444444444,422093.3333333334
2,660960.0,-1162388.8888888888,7673.333333333332
2,744242.2222222222,494235.5555555556,-632620.0
2,668982.2222222222,510737.77777777764,-1041604.4444444444
2,755520.0,574991.1111111111,-628466.6666666666
2,-1300117.7777777778,-1213315.5555555555,867473.3333333335
2,-1034140.0,-938106.6666666665,-18962.222222222226
2,-1003093.3333333333,564155.5555555556,1328193.3333333335
2,513380.0,-1001700.0,-599075.5555555555
2,689502.2222222222,-1192364.4444444445,463362.22222222225
2,-1153875.5555555555,434357.7777777778,762804.4444444445
2,511446.66666666674,-1093091.1111111112,-608768.8888888889
2,-1190800.0,468206.6666666666,622988.8888888889
2,-1208793.3333333335,454666.66666666674,309824.44444444444
2,-1361751.1111111112,341877.7777777778,-425577.7777777778
2,671175.5555555556,545106.6666666667,-778773.3333333333
2,-1246453.3333333335,415037.7777777778,8393.333333333332
2,508971.1111111111,-1027608.8888888888,-681891.1111111111
2,813995.5555555556,507717.7777777778,-358233.3333333334
2,762102.2222222222,469251.1111111111,-623175.5555555556
2,576933.3333333333,-1165131.111111111,-473562.2222222222
2,716966.6666666667,463071.1111111111,-807168.8888888889
2,739037.7777777778,553853.3333333333,211566.6666666667
2,586553.3333333333,-1137184.4444444445,-495035.55555555556
2,745297.7777777776,533180.0,156004.44444444444
2,-1238482.2222222222,456460.0,520613.33333333343
2,-770460.0,456993.33333333326,1967924.4444444445
2,694822.2222222222,617193.3333333333,-40422.22222222222
2,-1214568.888888889,458842.2222222222,515931.1111111111
2,768573.3333333333,517993.3333333334,-247928.8888888889
2,-951564.4444444444,-1002964.4444444444,1816306.666666667
2,-1262088.8888888888,395113.3333333334,-121562.22222222222
2,786817.7777777778,631651.1111111111,-133424.44444444444
2,-1292564.4444444445,389653.33333333326,-123357.7777777778
2,-890740.0,-707871.1111111111,-416615.55555555556
2,678493.3333333333,511451.1111111111,229762.22222222222
2,768435.5555555556,510697.77777777775,-169057.77777777778
2,763273.3333333333,548942.2222222222,-33582.222222222226
2,715408.8888888889,607973.3333333334,75095.55555555555
2,789048.8888888889,517393.33333333326,-151473.3333333333
2,-1158915.5555555555,459013.3333333334,472824.4444444444
2,-734835.5555555556,-654071.1111111111,2527384.4444444445
2,-1233708.888888889,458866.6666666666,517455.5555555556
2,-659562.2222222222,464457.7777777778,2007924.4444444445
2,721751.1111111111,540324.4444444444,127008.8888888889
2,779528.8888888888,609384.4444444445,-336111.1111111111
2,763273.3333333333,507960.0,-3226.666666666665
2,636664.4444444445,-1126035.5555555555,-229406.6666666667
2,777808.8888888888,574140.0,88828.88888888889
2,642813.3333333333,469466.6666666666,-807168.8888888889
2,671175.5555555556,465440.0,-850293.3333333335
2,676231.1111111111,531246.6666666666,490008.8888888889
2,604737.7777777778,-1162388.8888888888,36602.222222222226
2,-1050577.7777777778,-909764.4444444444,-51455.555555555555
2,794062.2222222222,517993.3333333334,-275333.3333333334
2,703031.1111111111,483760.0,-847202.2222222222
2,679355.5555555555,465440.0,-848977.7777777778
2,490917.7777777778,-1073097.7777777778,-636588.8888888889
2,-1159928.888888889,379271.1111111111,-810275.5555555556
2,766062.2222222222,494657.7777777778,-505613.3333333334
2,597040.0,-1077797.7777777778,-339902.2222222222
2,513391.1111111111,-1067675.5555555555,-652231.1111111111
2,636733.3333333334,-1154788.888888889,-121084.44444444445
2,815277.7777777778,664884.4444444444,-252497.7777777778
2,679355.5555555555,542106.6666666666,-826142.2222222222
2,-1301797.7777777778,-1033144.4444444444,633035.5555555555
2,-964046.6666666665,-957737.7777777778,-11273.33333333334
2,-1312908.8888888888,448000.0,-98022.22222222222
2,535440.0,-1097168.888888889,-641515.5555555556
2,721075.5555555555,527566.6666666667,93688.8888888889
2,627026.6666666666,-1212335.5555555555,-78906.66666666669
2,849075.5555555556,493144.4444444445,-166504.44444444444
2,-752160.0,517922.2222222222,1741364.4444444445
2,628053.3333333333,-1213782.2222222222,158040.0
2,-746451.1111111112,-683315.5555555556,-624633.3333333334
2,690466.6666666665,573760.0,131186.66666666666
2,828137.7777777778,558375.5555555555,-180484.44444444444
2,-1181791.1111111112,456460.0,487257.77777777775
2,756753.3333333333,523331.1111111111,-247928.8888888889
2,601008.8888888889,-1174515.5555555555,238171.1111111111
2,528406.6666666667,-975420.0,-667731.1111111111
2,623164.4444444445,-1147653.3333333333,-135997.77777777778
2,-1165666.6666666665,470093.3333333334,541708.8888888889
2,710264.4444444444,509422.2222222222,-856031.1111111112
2,-1279026.6666666667,511415.55555555556,312326.6666666667
2,-811160.0,602524.4444444444,1810595.5555555555
2,716762.2222222222,530622.2222222222,-598837.7777777778
2,561217.7777777778,-1065371.111111111,-681891.1111111111
2,-1239631.111111111,456882.2222222222,444044.44444444444
2,732080.0,496317.7777777778,-493753.33333333326
2,654415.5555555555,-1231995.5555555555,3780.0000000000023
2,615595.5555555555,-1182073.3333333333,-212244.44444444444
2,604737.7777777778,-1187640.0,19028.888888888887
2,-1217637.7777777778,325726.6666666666,-755733.3333333333
2,715566.6666666667,526795.5555555555,11075.555555555562
2,-1206288.888888889,470093.3333333334,573951.1111111111
2,556144.4444444445,-1098462.2222222222,-636588.8888888889
2,777573.3333333333,509344.4444444445,-348933.3333333334
2,-1221144.4444444445,469104.4444444444,-20666.66666666667
2,723897.7777777776,480875.5555555556,-629451.1111111111
2,-1270768.888888889,413011.1111111111,28853.33333333333
2,-989557.7777777778,-1082315.5555555555,1735831.1111111112
2,-1206851.111111111,467788.8888888889,440337.7777777778
2,723348.8888888888,508084.4444444444,520053.3333333334
2,-1053008.888888889,-1031131.1111111111,1802306.6666666665
2,623644.4444444444,-1200037.7777777778,7673.333333333332
2,-1394191.1111111112,396328.8888888889,-493246.6666666666
2,704608.8888888889,457024.4444444444,-714111.1111111111
2,664473.3333333333,445146.6666666666,-850293.3333333335
2,-775248.8888888888,475640.0,1678711.1111111112
2,739037.7777777778,512871.1111111111,243851.11111111112
2,533562.2222222222,-1112271.111111111,-729273.3333333333
2,-1255306.6666666667,465848.8888888889,-8186.666666666665
2,-1208475.5555555555,442811.1111111111,301400.0
2,492360.0,-1156435.5555555555,-739351.1111111111
2,623757.7777777778,-1070653.3333333333,401448.8888888889
2,-1236315.5555555555,389544.4444444444,-164546.6666666667
2,697262.2222222222,479686.6666666666,-761048.8888888889
2,788924.4444444444,624884.4444444444,-406477.7777777778
2,-786940.0,479611.1111111111,1685737.7777777778
2,-1325706.666666667,-1006933.3333333335,617468.8888888889
2,735704.4444444444,604651.1111111111,-706011.1111111111
2,-1158033.3333333333,328406.66666666674,-858211.1111111111
2,825177.7777777778,493144.4444444445,-167722.2222222222
2,-973522.2222222222,-900537.7777777778,-47837.77777777778
2,737540.0,562160.0,-609784.4444444444
2,502320.0,-1185346.6666666665,-747888.8888888889
2,660751.1111111111,469482.2222222222,-689948.8888888889
2,-1177297.7777777778,324964.44444444444,-722531.1111111111
2,-1214626.6666666665,439346.66666666674,198335.55555555556
2,731300.0,496791.1111111111,-500504.44444444444
2,803284.4444444444,510697.77777777775,-196626.6666666667
2,679573.3333333335,-669737.7777777778,1816153.3333333335
2,-1252695.5555555555,393937.7777777778,-122026.66666666669
2,749304.4444444444,513326.66666666674,5380.000000000005
2,610320.0,516808.8888888889,-1006122.2222222222
2,651071.1111111111,522046.6666666666,556342.2222222222
2,523386.66666666674,-1098075.5555555555,-601742.2222222222
2,565637.7777777778,-1105437.7777777778,-652231.1111111111
2,799986.6666666665,540777.7777777778,-411780.0
2,667228.8888888889,496208.8888888889,-1027573.3333333335
2,-1174000.0,456460.0,482140.0
2,-1247902.2222222222,412771.1111111111,39804.444444444445
2,685195.5555555556,572237.7777777778,246737.77777777778
2,-1177586.6666666667,436557.7777777778,786933.3333333333
2,630044.4444444444,-1070206.6666666665,382924.44444444444
2,662111.1111111111,-1207848.888888889,313.333333333332
2,-489064.44444444444,-493284.44444444444,2935306.666666667
2,504211.1111111111,-1020691.1111111111,-945362.2222222222
2,-1050828.8888888888,-1046880.0,1730975.5555555555
2,701337.7777777778,509422.2222222222,-848977.7777777778
2,566044.4444444444,-1125884.4444444445,-512364.4444444444
2,586200.0,-1134162.2222222222,-199800.0
2,-1172635.5555555555,440740.0,800900.0
2,767542.2222222222,520155.5555555556,115408.88888888888
2,748817.7777777778,554697.7777777778,-628466.6666666666
2,763273.3333333333,570044.4444444444,-31942.222222222226
2,-1266555.5555555555,332466.66666666674,-669442.2222222222
2,836975.5555555556,637862.2222222222,-178977.77777777778
2,706017.7777777778,498504.44444444444,-633882.2222222222
2,547897.7777777778,-1134175.5555555555,-431928.8888888889
2,-711155.5555555556,447744.4444444445,1952573.3333333335
2,794062.2222222222,500668.8888888889,-251071.1111111111
2,604737.7777777778,-1187640.0,19028.888888888887
2,-1252695.5555555555,405793.33333333326,-130622.22222222222
2,-1267702.2222222222,472320.0,-40306.66666666667
2,-1033486.6666666665,-998173.3333333335,141120.0
2,761871.1111111111,552048.8888888889,-251562.22222222222
2,649797.7777777778,-1215697.7777777778,381413.33333333326
2,733133.3333333333,489793.3333333334,-358608.8888888889
2,-936186.6666666667,-717751.1111111111,-317004.44444444444
2,-997395.5555555556,-749742.2222222222,-281611.1111111111
2,633237.7777777778,-1195164.4444444445,60435.555555555555
2,708040.0,523766.6666666666,-39535.555555555555
2,563693.3333333334,-1132240.0,-593273.3333333333
2,718791.1111111111,544315.5555555556,-700020.0
2,-1194795.5555555555,468684.44444444444,407137.7777777778
2,-1177586.6666666667,436557.7777777778,786933.3333333333
2,-769117.7777777778,492677.77777777775,1978913.3333333335
2,677180.0,485240.0,-689948.8888888889
2,577004.4444444444,-1175062.2222222222,-323877.7777777778
2,-788773.3333333333,457580.0,1933437.777777778
2,668831.1111111111,-1225122.2222222222,219720.0
2,-1197915.5555555555,326528.8888888889,-711997.7777777778
2,775106.6666666665,544306.6666666667,-687613.3333333333
2,-1202613.3333333333,367415.55555555556,-755777.7777777778
2,761871.1111111111,497700.0,-247928.8888888889
2,647980.0,-1168451.111111111,-11695.555555555558
2,-977211.1111111111,-967686.6666666667,-55726.66666666667
2,537213.3333333333,-1083368.8888888888,-663966.6666666667
2,779386.6666666665,518793.3333333334,-196626.6666666667
2,756753.3333333333,565320.0,-246097.7777777778
2,836975.5555555556,541671.1111111111,-201813.33333333337
2,750415.5555555555,524426.6666666667,17811.111111111117
2,615044.4444444444,-1177477.7777777778,122015.55555555555
2,742240.0,551533.3333333333,-326202.2222222222
2,-683377.7777777778,446757.7777777778,2037817.777777778
2,-1220002.2222222222,551784.4444444444,171724.44444444444
2,-1233577.7777777778,458677.7777777778,467413.33333333326
