Institution,Count AI,Count Systems,Count Theory,Count Interdisciplinary
Carnegie Mellon University,0.26587301587301587,0.4012345679012345,0.09656084656084656,0.16402116402116396
Univ. of Illinois at Urbana-Champaign,0.28439153439153436,0.41446208112874783,0.05423280423280423,0.2222222222222222
Univ. of California - San Diego,0.23500881834215165,0.31128747795414463,0.10846560846560846,0.3020282186948854
Massachusetts Institute of Technology,0.2028218694885362,0.2777777777777778,0.2204585537918871,0.24779541446208114
Georgia Institute of Technology,0.21428571428571436,0.263668430335097,0.1979717813051146,0.2738095238095238
Stanford University,0.22486772486772483,0.20194003527336862,0.23853615520282184,0.26455026455026454
University of Michigan,0.21825396825396826,0.2694003527336861,0.21781305114638444,0.232363315696649
University of Washington,0.218694885361552,0.2253086419753086,0.23192239858906527,0.2641093474426807
Univ. of California - Berkeley,0.208994708994709,0.2451499118165785,0.25132275132275134,0.2275132275132275
Cornell University,0.25,0.22089947089947087,0.2477954144620811,0.22795414462081123
University of Maryland - College Park,0.0008818342151675485,-0.042328042328042326,-0.012786596119929453,0.010582010582010581
Northeastern University,-0.020282186948853614,-0.014109347442680775,0.0004409171075837742,-0.01895943562610229
University of Wisconsin - Madison,-0.02513227513227513,-0.007936507936507936,-0.004409171075837742,-0.017195767195767195
Columbia University,-0.006613756613756613,-0.02821869488536155,-0.005291005291005291,-0.008818342151675485
Purdue University,-0.017195767195767195,-0.003527336860670194,-0.009259259259259259,-0.01984126984126984
University of Texas at Austin,-0.007495590828924162,-0.01763668430335097,0.001763668430335097,-0.029541446208112873
University of Pennsylvania,-0.010582010582010581,-0.019400352733686066,-0.009700176366843033,-0.015432098765432098
Princeton University,-0.010141093474426807,-0.018077601410934743,-0.005291005291005291,-0.012345679012345678
University of Massachusetts Amherst,-0.002204585537918871,-0.023809523809523808,-0.014109347442680775,-0.016313932980599646
New York University,-0.010582010582010581,-0.023368606701940034,0.0,-0.01146384479717813
University of Southern California,-0.005291005291005291,-0.018077601410934743,-0.01455026455026455,-0.014991181657848324
Univ. of California - Los Angeles,-0.006172839506172839,-0.02072310405643739,-0.002204585537918871,-0.01763668430335097
Stony Brook University,-0.009700176366843033,-0.015432098765432098,-0.002204585537918871,-0.007936507936507936
University of Chicago,-0.015432098765432098,-0.013668430335097001,-0.007495590828924162,-0.018518518518518517
Univ. of California - Irvine,-0.01146384479717813,-0.016313932980599646,-0.006172839506172839,-0.009259259259259259
Univ. of California - Santa Barbara,-0.01455026455026455,-0.013227513227513227,-0.003527336860670194,-0.01763668430335097
Rutgers University,-0.0013227513227513227,-0.02072310405643739,-0.006613756613756613,-0.011904761904761904
Duke University,-0.013668430335097001,-0.01675485008818342,-0.007054673721340388,-0.00837742504409171
Univ. of California - Riverside,-0.014991181657848324,-0.0026455026455026454,-0.010141093474426807,-0.016313932980599646
Northwestern University,-0.012786596119929453,-0.014991181657848324,-0.0026455026455026454,-0.007495590828924162
Pennsylvania State University,-0.008818342151675485,-0.01455026455026455,-0.008818342151675485,-0.014991181657848324
University of Utah,-0.009259259259259259,-0.02292768959435626,-0.01146384479717813,-0.007495590828924162
George Mason University,-0.01675485008818342,-0.010582010582010581,-0.011904761904761904,-0.01146384479717813
Harvard University,-0.011022927689594356,-0.017195767195767195,-0.001763668430335097,-0.01146384479717813
Ohio State University,-0.01146384479717813,-0.011022927689594356,-0.007054673721340388,-0.007054673721340388
Texas A&M University,-0.00837742504409171,-0.019400352733686066,-0.007054673721340388,-0.007495590828924162
Univ. of California - Santa Cruz,-0.012786596119929453,-0.016313932980599646,-0.008818342151675485,-0.007936507936507936
Yale University,-0.015432098765432098,-0.010582010582010581,-0.003527336860670194,-0.01146384479717813
Boston University,-0.011904761904761904,-0.014991181657848324,-0.011022927689594356,-0.009700176366843033
Brown University,-0.015873015873015872,-0.023368606701940034,-0.007054673721340388,-0.011904761904761904
North Carolina State University,-0.010582010582010581,-0.009700176366843033,-0.011022927689594356,-0.013227513227513227
University at Buffalo,-0.006172839506172839,-0.01763668430335097,-0.007495590828924162,-0.010582010582010581
Rice University,-0.014991181657848324,-0.010141093474426807,-0.004409171075837742,-0.009700176366843033
University of Colorado Boulder,-0.01146384479717813,-0.013668430335097001,-0.011904761904761904,-0.010141093474426807
University of Illinois at Chicago,-0.00837742504409171,-0.01895943562610229,-0.013227513227513227,-0.01146384479717813
University of North Carolina,-0.004409171075837742,-0.013227513227513227,-0.009259259259259259,-0.013668430335097001
University of Virginia,-0.009700176366843033,-0.012345679012345678,-0.014109347442680775,-0.00837742504409171
Arizona State University,-0.010141093474426807,-0.011904761904761904,-0.01146384479717813,-0.015432098765432098
University of Minnesota,-0.011022927689594356,-0.007054673721340388,-0.011904761904761904,-0.011904761904761904
Virginia Tech,-0.00837742504409171,-0.018077601410934743,-0.010582010582010581,-0.005731922398589065
Univ. of California - Davis,-0.011022927689594356,-0.012345679012345678,-0.012786596119929453,-0.007054673721340388
Johns Hopkins University,-0.011022927689594356,-0.015873015873015872,-0.0030864197530864196,-0.018518518518518517
Oregon State University,-0.01455026455026455,-0.012345679012345678,-0.00837742504409171,-0.013227513227513227
Indiana University,-0.00837742504409171,-0.012786596119929453,-0.00837742504409171,-0.013227513227513227
University of Central Florida,-0.01146384479717813,-0.009259259259259259,-0.009259259259259259,-0.007936507936507936
University of Rochester,-0.007936507936507936,-0.015432098765432098,-0.013668430335097001,-0.013668430335097001
Michigan State University,-0.005731922398589065,-0.011022927689594356,-0.013227513227513227,-0.013668430335097001
Rochester Institute of Technology,-0.00837742504409171,-0.011904761904761904,-0.010582010582010581,-0.006172839506172839
University of Pittsburgh,-0.01455026455026455,-0.010582010582010581,-0.011904761904761904,-0.007936507936507936
University of Texas at Dallas,-0.007495590828924162,-0.016313932980599646,-0.009700176366843033,-0.007936507936507936
Washington University in St. Louis,-0.007495590828924162,-0.01675485008818342,-0.00837742504409171,-0.007936507936507936
University of Notre Dame,-0.01146384479717813,-0.011022927689594356,-0.006613756613756613,-0.013227513227513227
Univ. of California - Merced,-0.014109347442680775,-0.014109347442680775,-0.005291005291005291,-0.011022927689594356
University of Delaware,-0.013227513227513227,-0.010141093474426807,-0.007495590828924162,-0.011022927689594356
University of Florida,-0.012786596119929453,-0.010141093474426807,-0.007054673721340388,-0.007936507936507936
University of Texas at Arlington,-0.01763668430335097,-0.010582010582010581,-0.006172839506172839,-0.012345679012345678
University of Connecticut,-0.012786596119929453,-0.008818342151675485,-0.01146384479717813,-0.011904761904761904
Binghamton University,-0.014109347442680775,-0.009700176366843033,-0.011904761904761904,-0.007495590828924162
Clemson University,-0.006613756613756613,-0.009259259259259259,-0.007495590828924162,-0.011022927689594356
TTI Chicago,-0.011022927689594356,-0.015432098765432098,-0.013227513227513227,-0.010141093474426807
Vanderbilt University,-0.008818342151675485,-0.014109347442680775,-0.012345679012345678,-0.013227513227513227
Worcester Polytechnic Institute,-0.010582010582010581,-0.013668430335097001,-0.011904761904761904,-0.011022927689594356
California Institute of Technology,-0.017195767195767195,-0.011904761904761904,-0.010582010582010581,-0.014109347442680775
College of William and Mary,-0.011904761904761904,-0.014109347442680775,-0.010141093474426807,-0.009259259259259259
Dartmouth College,-0.007054673721340388,-0.017195767195767195,-0.010582010582010581,-0.009259259259259259
Florida State University,-0.012345679012345678,-0.009700176366843033,-0.009700176366843033,-0.013227513227513227
Iowa State University,-0.009700176366843033,-0.015873015873015872,-0.007936507936507936,-0.013227513227513227
Stevens Institute of Technology,-0.014109347442680775,-0.010582010582010581,-0.007054673721340388,-0.012786596119929453
CUNY,-0.010582010582010581,-0.011904761904761904,-0.007495590828924162,-0.012786596119929453
Emory University,-0.012786596119929453,-0.009700176366843033,-0.01146384479717813,-0.007936507936507936
Georgetown University,-0.016313932980599646,-0.014109347442680775,-0.004409171075837742,-0.009700176366843033
NJIT,-0.012786596119929453,-0.010582010582010581,-0.005291005291005291,-0.010582010582010581
Tufts University,-0.014109347442680775,-0.007495590828924162,-0.010141093474426807,-0.009259259259259259
University of Arizona,-0.00837742504409171,-0.01146384479717813,-0.010141093474426807,-0.013227513227513227
University of Oregon,-0.013668430335097001,-0.015873015873015872,-0.007936507936507936,-0.007054673721340388
