player_name,serve__pct_1st_serve,serve__pct_1st_serve_points_won,serve__pct_2nd_serve_points_won,serve__pct_service_games_won,serve__avg_aces_match,serve__avg_double_faultsmatch
John Isner,100.00000000000091,99.99999999999818,100.00000000000364,99.99999999999454,100.00000000000091,-99.99999999998545
Nick Kyrgios,100.00000000000136,99.99999999999727,100.00000000000546,99.99999999999454,99.99999999999909,-99.9999999999909
Reilly Opelka,100.00000000000091,100.0,100.00000000000364,99.99999999999682,100.0,-99.99999999998454
Hubert Hurkacz,99.99999999999864,100.00000000000227,99.99999999999818,99.99999999999932,100.0,-100.0000000000091
Matteo Berrettini,99.99999999999636,100.00000000000273,99.99999999999773,100.00000000000091,99.9999999999909,-100.00000000004366
Nicolas Jarry,99.99999999999454,100.00000000000455,99.99999999999636,100.00000000000364,99.99999999999454,-100.0000000000291
Novak Djokovic,100.0,100.0,100.0,99.99999999999636,100.0,-100.0
Maxime Cressy,100.0,99.99999999999909,100.00000000000182,99.99999999999932,100.0,-99.99999999999909
Ben Shelton,99.99999999999955,100.0,100.00000000000546,99.99999999999795,99.99999999999727,-99.99999999999545
Stefanos Tsitsipas,100.0,100.0,100.0,100.0,100.0,-100.0
Felix Auger-Aliassime,100.00000000000227,99.99999999999636,100.00000000001091,99.9999999999909,100.000000000005,-99.99999999995634
Casper Ruud,99.99999999999272,100.00000000001455,99.9999999999709,100.00000000001455,99.99999999998545,-100.00000000005821
Daniil Medvedev,99.99999999999818,99.99999999999909,100.00000000000728,99.99999999999545,99.99999999999727,-100.0
Taylor Fritz,106.66617360852479,90.70724059973236,115.09055272369915,90.88571694321217,110.0392444994277,-25.125664884779326
Brandon Nakashima,99.99999999999818,100.00000000000364,99.99999999999909,100.00000000000068,99.99999999999636,-100.00000000001819
Marin Cilic,99.99999999999955,100.00000000000091,99.99999999999727,100.0,99.99999999999955,-100.00000000000364
Arthur Rinderknech,99.99999999999454,100.00000000000819,99.99999999999272,100.00000000000432,99.99999999999159,-100.00000000005093
Thiago Monteiro,99.99999999999636,100.00000000000182,100.0,100.0,100.00000000000136,-100.00000000002183
Alexander Zverev,99.99999999999909,100.00000000000045,99.99999999999727,100.00000000000136,99.99999999999818,-100.00000000001273
Andrey Rublev,100.00000000000273,99.99999999999909,100.00000000000114,99.99999999999864,100.00000000000273,-99.99999999997635
Denis Shapovalov,100.00000000000068,99.99999999999864,100.00000000000409,99.99999999999886,100.00000000000227,-99.99999999999795
Carlos Alcaraz,99.99999999999818,100.00000000000227,99.99999999999727,100.00000000000091,100.0,-100.00000000002183
Pablo Carreno Busta,99.99999999999727,100.00000000000364,99.99999999999818,100.00000000000455,99.99999999999636,-100.0000000000291
Rafael Nadal,100.00000000000068,100.00000000000091,100.00000000000136,99.99999999999864,100.00000000000091,-100.0
Borna Coric,99.99999999999727,100.00000000000637,99.99999999999636,100.00000000000136,99.999999999995,-100.00000000003638
Steve Johnson,100.00000000000273,99.99999999999727,100.00000000000182,99.99999999999784,99.99999999999955,-99.99999999999272
Lorenzo Sonego,99.99999999999818,100.00000000000296,99.99999999999409,100.0,99.99999999999454,-100.0000000000291
Karen Khachanov,99.9999999999992,99.99999999999977,100.0,99.99999999999818,99.99999999999909,-99.99999999998909
Jack Draper,99.99999999999636,100.000000000005,99.99999999999636,100.00000000000637,99.99999999999272,-100.0000000000291
Roberto Bautista Agut,99.99999999999909,99.99999999999727,99.99999999999909,100.00000000000273,99.99999999999818,-99.99999999999272
Grigor Dimitrov,100.0,99.99999999999909,99.99999999999909,99.99999999999955,99.99999999999818,-99.99999999999272
Benjamin Bonzi,100.0,99.99999999999909,100.00000000000091,99.99999999999955,99.99999999999818,-100.00000000000728
Holger Rune,99.99999999999955,100.00000000000091,100.00000000000182,99.99999999999773,100.00000000000091,-100.00000000000819
Jannik Sinner,99.99999999999909,100.00000000000364,99.99999999999909,100.00000000000023,99.99999999999818,-100.0000000000091
Jan-Lennard Struff,100.0,99.99999999999909,99.99999999999864,100.00000000000068,100.00000000000091,-99.99999999999636
Cameron Norrie,99.99999999999909,100.00000000000091,99.99999999999818,100.00000000000068,99.99999999999636,-100.00000000000182
Frances Tiafoe,100.0,100.0,100.0,99.99999999999955,100.0,-99.99999999999818
Tallon Griekspoor,99.99999999999864,100.00000000000318,99.99999999999932,99.99999999999864,99.99999999999886,-100.00000000000409
Miomir Kecmanovic,100.0,100.0000000000017,99.99999999999841,100.00000000000045,99.9999999999992,-99.99999999999864
Alexander Bublik,100.00000000000091,100.0,100.00000000000068,99.99999999999909,100.00000000000045,-100.00000000000045
Adrian Mannarino,100.00000000000148,99.99999999999926,99.99999999999818,100.00000000000136,99.99999999999886,-99.99999999999864
Lorenzo Musetti,100.00000000000091,100.00000000000125,100.0,99.99999999999841,99.99999999999955,-100.00000000000023
Sebastian Korda,100.0,99.99999999999955,100.00000000000023,100.00000000000023,99.99999999999909,-100.00000000000318
Andy Murray,100.00000000000011,100.0,100.0,99.99999999999932,99.99999999999886,-100.00000000000182
Oscar Otte,100.00000000000057,100.00000000000023,99.99999999999955,99.99999999999864,100.00000000000091,-100.00000000000136
Laslo Djere,100.00000000000045,99.99999999999909,99.99999999999955,100.00000000000091,100.0,-99.99999999999909
Daniel Evans,100.00000000000023,99.99999999999636,99.99999999999864,100.00000000000159,100.00000000000159,-99.99999999999909
Tommy Paul,99.99999999999966,100.00000000000318,100.00000000000091,99.99999999999875,99.99999999999864,-100.00000000000477
Emil Ruusuvuori,99.99999999999932,100.00000000000341,99.99999999999841,99.99999999999864,99.99999999999898,-100.0
