player_name,serve__pct_1st_serve,serve__pct_1st_serve_points_won,serve__pct_2nd_serve_points_won,serve__pct_service_games_won,serve__avg_aces_match,serve__avg_double_faultsmatch
John Isner,3.0271699326120585,5.641090201478093,3.433607068437047,6.4465093457499725,4.314454740214347,0.15766589812904355
Nick Kyrgios,3.1845746359648626,5.965037373028045,4.849368128205595,6.534458002083946,4.456679231357423,-2.7445798434393986
Reilly Opelka,3.1226086693914064,6.101512263688338,4.974479474694804,6.393048303267326,4.651415597162112,1.089175206892166
Hubert Hurkacz,0.4656909530491822,6.3248487731455105,4.943265124034028,6.489194464478192,4.52234900853519,1.2989687659757556
Matteo Berrettini,0.36612031665204714,6.204554275949016,3.7687673431675734,6.443962536207157,4.345274798647362,1.2157949314041727
Nicolas Jarry,3.2844132671726305,6.137744783687113,-6.138448465858303,6.091769248560585,4.657673445972352,0.15430037646014197
Novak Djokovic,3.0590589372219887,5.8715988360397615,4.8607971586872445,6.521664688802271,-0.41468389757821256,1.118808679191195
Maxime Cressy,0.18398120738803833,5.674773785309677,3.7214927034961396,6.293677159986969,4.387116907169897,-1.941728757528372
Ben Shelton,-4.907591754630437,5.974153747162328,3.523598046942445,6.152818957224624,4.4491068005729755,-2.2613980964554123
Stefanos Tsitsipas,0.5231289637153818,6.041515598633645,4.776700178611251,6.192260873992284,4.432398024771075,0.9197243683528187
Felix Auger-Aliassime,3.1577536252198124,5.99269156885733,-5.826362624912588,6.05153262324461,4.48245158492737,-2.4945592004428936
Casper Ruud,2.959407133938388,2.343299020520395,4.702183838480135,6.377119845562217,-0.5518653628375783,1.2143209714643453
Daniil Medvedev,0.43987912817071645,5.864632744698135,-5.866148609851164,6.457353228278116,4.673696085962627,-2.4468505759838957
Taylor Fritz,0.5047022260909282,5.852884866740007,3.5351046018089876,6.191344902904485,4.230259390778939,0.7248510014599261
Brandon Nakashima,3.166841922571486,2.2947671545399784,3.4359592048617102,6.226342998988186,4.279049148565793,1.0285507282190731
Marin Cilic,-4.510865496869448,6.024300210641972,3.4229860631774778,6.2276528182125235,4.683043717731626,-2.672956217469915
Arthur Rinderknech,2.8487090059975135,2.5330032268616014,-6.013909104920246,6.302969463789875,4.651002258691405,1.1603072369959453
Thiago Monteiro,3.1142091999785193,-1.1828871782746264,4.791021112922204,6.10891488268265,4.390129890490305,1.0955809872603783
Alexander Zverev,2.8311922891835772,2.238437162512968,-6.180115152585487,6.146843045954948,4.3321265388268975,-2.3409553875862787
Andrey Rublev,0.20183069246982696,5.991258231104174,-0.590543424733184,6.1761143563126,4.70937295362847,0.9600838499572502
Denis Shapovalov,0.31984221752535225,5.747729611323031,3.4150222515084017,6.356012140029679,4.680168459884753,-2.628010288323982
Carlos Alcaraz,2.663854229252619,-0.9064638544616034,4.69711191724948,5.951043351273037,-2.594549977855408,0.2741019167000638
Pablo Carreno Busta,3.228059322291751,-5.576682083536616,4.652457085094969,6.135822051966527,-2.3957996657693434,1.1536353433430815
Rafael Nadal,2.9646089921488876,-1.0196143230779584,4.903218620366559,6.350044684975289,-2.4192361973297456,-2.6293896392132154
Borna Coric,0.3404015330339384,2.442297277001524,3.6397422321422295,6.248273835226077,4.496655452249859,1.3846608702134566
Steve Johnson,-4.713705839231102,6.011980482065173,3.4944983769311078,5.952440532559011,4.487616973819806,-2.5628740862441584
Lorenzo Sonego,3.0684954897140577,-1.0389508241122938,-5.911013045962201,0.9496810087071501,4.330529028018931,1.1645954974763564
Karen Khachanov,0.23509980870943295,-1.3606808300034177,-0.7458509319368097,0.7946906935158834,4.427269003098926,0.135751130891697
Jack Draper,-4.652068884209845,5.972127624665134,-6.054232047841548,6.360061953514941,4.520985423944219,-2.412917625581202
Roberto Bautista Agut,3.231883570052123,-0.9757783572520284,3.249188745720381,1.2747696926664416,-2.4753240159386753,1.1449881010969227
Grigor Dimitrov,0.3287793619182889,2.423642886187576,-0.5342166190466434,0.9802634630068507,-0.39392596712538364,-2.1949404800642305
Benjamin Bonzi,-4.893846319593093,2.3598317745291255,3.478594669340535,6.191960307368374,4.8379770518801,0.22991609996832238
Holger Rune,0.33604235718356795,-1.357823133040405,3.665926666399913,6.1196490248612685,-2.670599274060408,-2.3486801401902144
Jannik Sinner,-4.688268591594989,2.2673685648001114,3.559359645502417,6.04551189179149,4.439264301418691,-2.4000271026265647
Jan-Lennard Struff,-4.461049006437586,5.988808041088511,3.6968307003956693,1.088496891839784,4.188833422970323,-2.07382947639379
Cameron Norrie,2.9484536180472145,-1.1482164439243374,-6.018273351226783,-0.21960948420574944,-2.4450944843115034,1.1616687131532755
Frances Tiafoe,-4.4791774804612166,2.569028559355027,3.464858254289245,1.2281583651542127,4.68821066672063,0.10336178883346464
Tallon Griekspoor,0.13606724543959492,-1.0229008316642938,-5.976112396553111,-0.3511579321463135,4.050852967094237,-2.5165314025786865
Miomir Kecmanovic,0.42177332933037215,-5.600535364301192,4.914961058848823,-5.48513723128218,-2.191081717958186,1.2499704174828354
Alexander Bublik,-4.583423840274454,6.0820824177147665,-6.089089238568861,-0.6411473985317101,4.290808764903764,-2.434299094556099
Adrian Mannarino,-4.635179425908602,-5.596486486477207,3.6539100216565457,-5.162081708831978,-2.4796512505106185,0.7028233725092696
Lorenzo Musetti,3.036437597695992,-5.832836848355906,3.433664741077804,-5.539351587455776,-2.4577733677287594,1.2764651563620788
Sebastian Korda,0.26167599449294543,-5.721982592614112,-6.318060526007545,-0.5964075353953732,-0.3516902432502663,0.39786829521510725
