player_name,max_sensitivity
John Isner,0.2142857142857143
Nick Kyrgios,0.5520524474738834
Reilly Opelka,0.5520524474738833
Hubert Hurkacz,0.8280786712108251
Matteo Berrettini,0.6900655593423541
Nicolas Jarry,0.9660917830792959
Novak Djokovic,0.9660917830792959
Maxime Cressy,0.6900655593423541
Ben Shelton,0.8666666666666666
Stefanos Tsitsipas,0.9660917830792959
Felix Auger-Aliassime,0.9660917830792959
Casper Ruud,0.9999999999999999
Daniil Medvedev,0.9999999999999999
Taylor Fritz,0.9660917830792959
Brandon Nakashima,0.9660917830792959
Marin Cilic,0.9999999999999999
Arthur Rinderknech,0.8666666666666666
Thiago Monteiro,0.9660917830792959
Alexander Zverev,0.9999999999999999
Andrey Rublev,0.8666666666666666
Denis Shapovalov,0.9999999999999999
Carlos Alcaraz,0.8280786712108251
Pablo Carreno Busta,0.8280786712108251
Rafael Nadal,0.6900655593423541
Borna Coric,0.9999999999999999
Steve Johnson,0.9999999999999999
Lorenzo Sonego,0.8280786712108251
Karen Khachanov,0.9999999999999999
Jack Draper,0.8666666666666666
Roberto Bautista Agut,0.9999999999999999
Grigor Dimitrov,0.9999999999999999
Benjamin Bonzi,0.9660917830792959
Holger Rune,0.8666666666666666
Jannik Sinner,0.9660917830792959
Jan-Lennard Struff,0.9999999999999999
Cameron Norrie,0.9999999999999999
Frances Tiafoe,0.9660917830792959
Tallon Griekspoor,0.9660917830792959
Miomir Kecmanovic,0.8666666666666666
Alexander Bublik,0.7453559924999299
Adrian Mannarino,0.8666666666666666
Lorenzo Musetti,0.9660917830792959
Sebastian Korda,0.9660917830792959
Andy Murray,0.8280786712108251
Oscar Otte,0.9999999999999999
Laslo Djere,0.6
Daniel Evans,0.9999999999999999
Tommy Paul,0.6900655593423543
Emil Ruusuvuori,0.7333333333333333
Dominic Thiem,0.9660917830792959
Mackenzie McDonald,0.9999999999999999
Ilya Ivashka,0.7333333333333333
Yoshihito Nishioka,0.9660917830792959
Filip Krajinovic,0.9999999999999999
Alex Molcan,0.9999999999999999
Botic van de Zandschulp,0.9999999999999999
Marcos Giron,0.9660917830792959
Sebastian Baez,0.6900655593423541
Marton Fucsovics,0.8280786712108251
Ugo Humbert,0.8280786712108251
Richard Gasquet,0.5520524474738834
Jenson Brooksby,0.7453559924999299
Alex de Minaur,0.8944271909999159
Jiri Lehecka,0.9999999999999999
J.J. Wolf,0.8666666666666666
Alejandro Davidovich Fokina,0.8280786712108251
Dusan Lajovic,0.5520524474738834
Albert Ramos-Vinolas,0.9660917830792959
Taro Daniel,0.5773502691896257
Mikael Ymer,0.9999999999999999
Soonwoo Kwon,0.9999999999999999
Joao Sousa,0.9999999999999999
Jaume Munar,0.9999999999999999
Francisco Cerundolo,0.9999999999999999
Pedro Martinez,0.9999999999999999
Alejandro Tabilo,0.9999999999999999
David Goffin,0.9660917830792959
Aslan Karatsev,0.6900655593423543
Federico Delbonis,0.6900655593423541
Tomas Martin Etcheverry,0.9660917830792959
Federico Coria,0.7333333333333333
Diego Schwartzman,0.9309493362512627
Fabio Fognini,0.8280786712108251
Cristian Garin,0.6201736729460423
Bernabe Zapata Miralles,0.8280786712108251
Nikoloz Basilashvili,0.7333333333333333
