university_name,teaching,research,citations,income,international
University of Oxford,0.0,0.8377855791620281,0.0,0.16221442083797188,0.0
California Institute of Technology,0.8694192756230529,0.0,0.0,0.13058072437694715,0.0
University of Cambridge,0.8813312594284379,0.0,0.023475639121569785,0.09519310144999231,0.0
Stanford University,0.9206592841466616,0.0,0.0,0.0793407158533384,0.0
Massachusetts Institute of Technology,0.9360821105764416,0.0,0.0,0.06391788942355835,0.0
Princeton University,0.8856230225335437,0.0,0.0,0.1143769774664562,0.0
Harvard University,0.880343827617595,0.0,0.0,0.11965617238240502,0.0
Yale University,0.8666125349078241,0.0,0.0,0.13338746509217597,0.0
The University of Chicago,0.8550578791367766,0.0,0.0,0.14494212086322344,0.0
Imperial College London,0.8744755486473865,0.095499726565836,0.0,0.030024724786777604,0.0
University of Pennsylvania,0.84950559895974,0.1247126847784411,0.0,0.025781716261818917,0.0
Johns Hopkins University,0.8071708353988839,0.14210131515307872,0.0,0.0,0.05072784944803749
University of California,0.7801033509412647,0.0,0.0,0.0,0.2198966490587353
ETH Zurich,0.7176789639678613,0.0,0.01107560192357652,0.0,0.27124543410856217
UCL,0.7265513685290385,0.0,0.27344863147096166,0.0,0.0
Columbia University,0.3713554525352447,0.0,0.0,0.0,0.6286445474647553
University of California,0.43999561188563624,0.0,0.0,0.07656716626049533,0.48343722185386845
University of Toronto,0.49455465323062703,0.04151722798316305,0.0,0.0,0.46392811878620993
Cornell University,0.5308430914594866,0.05316518987449514,0.0,0.0,0.4159917186660182
Duke University,0.5692083038331079,0.07735127801123202,0.0,0.0,0.35344041815566
University of Michigan-Ann Arbor,0.5962978663779548,0.10350732660346947,0.0,0.0,0.3001948070185757
Northwestern University,0.6129421832708173,0.1392877207834268,0.0,0.0,0.24777009594575602
Tsinghua University,0.7297289736657264,0.09243949160062305,0.0,0.17783153473365054,0.0
Peking University,0.7514306351028059,0.12031738576882589,0.0,0.0,0.12825197912836808
National University of Singapore,0.8841617346567028,0.0,0.1158382653432972,0.0,0.0
University of Washington,0.8212760182323016,0.1275129584335241,0.05121102333417425,0.0,0.0
Carnegie Mellon University,0.5718434758232941,0.12932195041824834,0.0,0.0,0.29883457375845746
London School of Economics and Political Science,0.5716634270416739,0.15237976421207416,0.0,0.0,0.2759568087462517
New York University,0.5656934637346673,0.17429914396845117,0.0,0.0,0.2600073922968815
University of Edinburgh,0.5492792671246471,0.20136365612910612,0.0,0.0,0.2493570767462466
University of California,0.0,0.7379418462928521,0.20432061423422665,0.05773753947292136,0.0
LMU Munich,0.0,0.735710260271688,0.0,0.07757614890769976,0.1867135908206122
University of Melbourne,0.0,0.7397443376438418,0.26025566235615827,0.0,0.0
University of British Columbia,0.0,0.8223691775916653,0.0,0.0,0.17763082240833467
University of Hong Kong,0.0,0.8204487100933628,0.0,0.17955128990663718,0.0
King’s College London,0.0,0.0,0.7278163651384586,0.2721836348615414,0.0
The University of Tokyo,0.0,0.7157561781999033,0.23677964553873687,0.04746417626135973,0.0
École Polytechnique Fédérale de Lausanne,0.03688799119891351,0.14689931660437638,0.8162126921967101,0.0,0.0
Georgia Institute of Technology,0.025024546378062503,0.1636323404484188,0.0,0.8113431131735187,0.0
University of Texas at Austin,0.3068490537004235,0.0,0.6931509462995765,0.0,0.0
Karolinska Institute,0.0,0.534792159686682,0.0,0.4652078403133179,0.0
McGill University,0.0,0.5502302395096608,0.25206814932532484,0.0,0.19770161116501445
Technical University of Munich,0.0,0.31538341100304007,0.027557139033061662,0.6570594499638983,0.0
Heidelberg University,0.0,0.6251654177344281,0.22936512499059009,0.14546945727498178,0.0
