,dataset,n_observations,approach,parameter,parameter_value,avg_time,time_0,time_1,time_2,time_3,time_4,agreement_kendall_0,agreement_kendall_1,agreement_kendall_2,agreement_kendall_3,agreement_kendall_4,agreement_jaccard2_0,agreement_jaccard2_1,agreement_jaccard2_2,agreement_jaccard2_3,agreement_jaccard2_4,agreement_euclidean_0,agreement_euclidean_1,agreement_euclidean_2,agreement_euclidean_3,agreement_euclidean_4,fidelity_0,fidelity_1,fidelity_2,fidelity_3,fidelity_4
0,Moving Company,100,rank_score,,,2.9624612808227537,6.682741403579712,1.9812510013580322,1.9963254928588867,2.1237943172454834,2.0281941890716553,,,,,,,,,,,,,,,,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
1,Moving Company,100,rank_score,coalition_size,1.0,1.6875523567199706,1.684213638305664,1.728416919708252,1.7166907787322998,1.660545825958252,1.6478946208953857,0.9966666666666666,0.9966666666666666,0.9966666666666666,0.9966666666666666,0.9966666666666666,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9857977625994536,0.9857977625994536,0.9857977625994536,0.9857977625994536,0.9857977625994536,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2,Moving Company,100,rank_score,coalition_size,2.0,2.0612361907958983,2.029590606689453,2.0309388637542725,2.0694868564605713,2.1180579662323,2.0581066608428955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
3,Moving Company,100,rank_score,sample_size,20.0,1.1669930458068847,1.1747159957885742,1.2176718711853027,1.1319410800933838,1.1855204105377197,1.1251158714294434,0.8866666666666667,0.8666666666666667,0.8666666666666667,0.81,0.8733333333333333,0.9266666666666665,0.9466666666666668,0.8733333333333332,0.8733333333333333,0.9666666666666667,0.8212672307081038,0.8579031896045758,0.8596984827612668,0.8093574505178758,0.8096977079869699,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
4,Moving Company,100,rank_score,sample_size,50.0,1.142982006072998,1.1349358558654785,1.1357219219207764,1.1326990127563477,1.1477611064910889,1.1637921333312988,0.9433333333333335,0.9166666666666667,0.8766666666666666,0.8633333333333333,0.92,0.98,0.9466666666666665,0.8866666666666666,0.8933333333333333,0.9733333333333334,0.8766997305667694,0.9202068189497187,0.9236499039186685,0.895602941453382,0.906654010942362,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
5,Moving Company,100,rank_score,sample_size,100.0,1.199857234954834,1.1873393058776855,1.2275705337524414,1.177546501159668,1.2409801483154297,1.1658496856689453,0.94,0.9466666666666668,0.94,0.9466666666666668,0.9466666666666668,0.9866666666666667,0.98,0.96,0.9533333333333335,0.9666666666666667,0.9036863367437039,0.9232743980107208,0.943796398243167,0.9470304836464206,0.9211907945017355,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
6,Moving Company,100,rank_score,sample_size,250.0,1.316938543319702,1.3401966094970703,1.2996189594268799,1.3052995204925537,1.3445935249328613,1.2949841022491455,0.9833333333333334,0.9666666666666666,0.9566666666666666,0.9566666666666666,0.97,0.9866666666666667,0.96,0.9533333333333335,0.96,0.96,0.9600618671325709,0.9558622912167452,0.9587256971462749,0.9529490117576135,0.9667317759850578,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
7,Moving Company,100,rank_score,sample_size,500.0,1.3807255744934082,1.332573413848877,1.356330394744873,1.4360921382904053,1.368192434310913,1.4104394912719727,0.98,0.95,0.9633333333333334,0.97,0.98,0.9866666666666666,0.9533333333333335,0.9466666666666665,0.98,0.9666666666666667,0.9652090315544352,0.9680506930694999,0.9708640017187672,0.9746755603594456,0.973101140087578,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
8,Moving Company,100,rank_score,sample_size,1000.0,1.6804336071014405,1.664928913116455,1.7232835292816162,1.6620781421661377,1.6758651733398438,1.6760122776031494,0.9766666666666666,0.9666666666666667,0.99,0.9733333333333334,0.9866666666666666,0.9533333333333335,0.9533333333333333,0.98,0.9466666666666665,0.9733333333333334,0.980622652591191,0.9836921956799771,0.9769981611718008,0.9840270585505568,0.9775113969715836,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
9,Moving Company,100,rank_score,sample_size,1500.0,1.849365234375,1.9261133670806885,1.8503005504608154,1.819821834564209,1.8360106945037842,1.814579725265503,0.99,0.9966666666666666,0.9833333333333333,0.9933333333333333,1.0,0.98,0.9933333333333334,0.9666666666666666,0.9866666666666667,1.0,0.9866932564665984,0.9897393140948211,0.9875415968656881,0.9925221042907588,0.9888706183070657,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
