university_name,teaching,research,citations,income,international
University of Oxford,18.683450250536893,22.688890479599124,15.092555476020058,0.4757641374373678,3.6975805297065163
California Institute of Technology,19.163450250536872,21.96889047959913,14.942555476020056,1.0382641374373687,2.6550805297065105
University of Cambridge,18.953450250536886,22.418890479599124,14.312555476020044,0.3207641374373684,3.592580529706512
Stanford University,19.373450250536866,21.72889047959917,15.542555476020041,0.4932641374373671,2.4300805297065153
Massachusetts Institute of Technology,18.683450250536897,20.528890479599127,15.422555476020037,1.0107641374373635,3.1425805297065112
Princeton University,18.623450250536862,21.698890479599143,15.212555476020041,0.3032641374373674,2.55008052970651
Harvard University,18.293450250536875,22.388890479599162,15.30255547602004,0.020764137437367096,2.190080529706512
Yale University,19.133450250536878,21.248890479599176,14.762555476020047,0.14826413743736758,1.6200805297065157
The University of Chicago,18.26345025053685,20.22889047959916,14.582555476020037,0.1557641374373649,2.167580529706519
Imperial College London,16.883450250536868,19.08889047959917,14.67255547602004,0.5857641374373679,3.7500805297065205
University of Pennsylvania,17.783450250536852,19.92889047959917,15.032555476020054,0.6882641374373644,1.3425805297065139
Johns Hopkins University,16.043450250536868,20.22889047959915,15.062555476020044,1.1207641374373636,1.9575805297065134
University of California,16.43345025053688,19.98889047959911,15.332555476020037,-0.009235862562631323,1.7475805297065157
ETH Zurich,16.073450250536865,20.6488904795991,12.662555476020042,0.2582641374373678,3.832580529706508
UCL,14.873450250536857,19.418890479599128,14.40255547602005,-0.09423586256263497,3.682580529706515
Columbia University,17.21345025053687,17.588890479599158,15.032555476020041,-0.041735862562633695,2.415080529706517
University of California,16.463450250536873,19.388890479599155,14.762555476020044,0.120764137437365,1.2750805297065144
University of Toronto,14.513450250536863,19.658890479599155,13.652555476020051,0.1007641374373682,2.8200805297065172
Cornell University,15.443450250536845,18.608890479599143,14.55255547602005,-0.2342358625626348,1.9725805297065113
Duke University,16.253450250536872,15.848890479599131,14.67255547602004,1.3357641374373694,1.0800805297065112
University of Michigan-Ann Arbor,15.353450250536847,18.638890479599162,14.042555476020034,0.03076413743736544,0.9075805297065129
Northwestern University,13.793450250536862,17.94889047959914,14.912555476020028,0.7982641374373647,1.2750805297065138
Tsinghua University,17.513450250536852,21.008890479599128,7.952555476020038,1.3382641374373672,0.02258052970651241
Peking University,18.26345025053685,19.808890479599114,7.532555476020047,1.0032641374373676,0.9375805297065131
National University of Singapore,14.573450250536865,19.928890479599172,8.642555476020043,0.30826413743736514,3.630080529706518
University of Washington,13.19345025053685,17.468890479599132,15.152555476020064,0.02576413743736592,0.997580529706515
Carnegie Mellon University,11.303450250536857,17.618890479599152,15.032555476020045,0.10076413743736806,2.512580529706513
London School of Economics and Political Science,12.233450250536869,17.708890479599148,13.412555476020035,-0.2842358625626366,3.457580529706511
New York University,14.573450250536865,16.058890479599132,14.522555476020042,-0.1942358625626329,1.3725805297065157
