player_name,serve__pct_1st_serve,serve__pct_1st_serve_points_won,serve__pct_2nd_serve_points_won,serve__pct_service_games_won,serve__avg_aces_match,serve__avg_double_faultsmatch
John Isner,0.09612403100775195,0.19263565891472867,0.029844961240310077,0.23682170542635653,0.32655038759689925,0.0017441860465116279
Nick Kyrgios,0.10271317829457366,0.1523255813953488,0.08914728682170543,0.32906976744186045,0.21957364341085264,-0.009108527131782946
Reilly Opelka,0.04631782945736434,0.17635658914728683,0.1364341085271318,0.27364341085271315,0.2368217054263566,0.014147286821705426
Hubert Hurkacz,0.017054263565891473,0.17848837209302323,0.11337209302325581,0.3591085271317828,0.18837209302325586,0.027325581395348835
Matteo Berrettini,0.0550387596899225,0.25077519379844965,-0.015310077519379845,0.2666666666666667,0.30232558139534876,0.02422480620155039
Nicolas Jarry,0.06569767441860466,0.361046511627907,-0.0819767441860465,0.23662790697674418,0.2856589147286821,0.016666666666666666
Novak Djokovic,0.12364341085271319,0.23062015503875966,0.25445736434108535,0.2755813953488372,-0.0310077519379845,0.030426356589147295
Maxime Cressy,-0.017635658914728684,0.24127906976744184,0.15406976744186046,0.30096899224806206,0.3498062015503877,-0.1447674418604651
Ben Shelton,-0.10193798449612403,0.29437984496124037,0.20038759689922483,0.3114341085271318,0.2094961240310078,-0.03003875968992248
Stefanos Tsitsipas,0.057170542635658905,0.16589147286821704,0.22189922480620167,0.18372093023255817,0.12499999999999994,0.13003875968992246
Felix Auger-Aliassime,-0.01937984496124031,0.04379844961240309,-0.14515503875968988,0.04806201550387598,0.06647286821705425,-0.11007751937984496
Casper Ruud,0.012790697674418604,-0.05232558139534882,0.03236434108527132,-0.03313953488372093,-0.08972868217054265,0.01375968992248062
Daniil Medvedev,-0.022868217054263562,-0.0013565891472868217,-0.06046511627906978,-0.0011627906976744182,-0.010077519379844961,-0.020348837209302324
Taylor Fritz,-0.08372093023255814,-0.003100775193798449,-0.010852713178294573,-0.0381782945736434,0.012015503875968994,0.007558139534883721
Brandon Nakashima,-0.0011627906976744186,-0.041085271317829464,-0.0001937984496124031,-0.03934108527131783,-0.050581395348837224,0.016085271317829455
Marin Cilic,-0.20058139534883723,0.06065891472868217,-0.028488372093023268,0.009108527131782947,0.05096899224806203,-0.007945736434108527
Arthur Rinderknech,0.022868217054263566,-0.028488372093023254,-0.08042635658914726,-0.03546511627906977,-0.008333333333333333,0.013565891472868217
