,dataset,n_observations,approach,parameter,parameter_value,avg_time,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,agreement_kendall_0,agreement_kendall_1,agreement_kendall_2,agreement_kendall_3,agreement_kendall_4,agreement_kendall_5,agreement_kendall_6,agreement_kendall_7,agreement_kendall_8,agreement_kendall_9,agreement_jaccard2_0,agreement_jaccard2_1,agreement_jaccard2_2,agreement_jaccard2_3,agreement_jaccard2_4,agreement_jaccard2_5,agreement_jaccard2_6,agreement_jaccard2_7,agreement_jaccard2_8,agreement_jaccard2_9,agreement_euclidean_0,agreement_euclidean_1,agreement_euclidean_2,agreement_euclidean_3,agreement_euclidean_4,agreement_euclidean_5,agreement_euclidean_6,agreement_euclidean_7,agreement_euclidean_8,agreement_euclidean_9,fidelity_0,fidelity_1,fidelity_2,fidelity_3,fidelity_4,fidelity_5,fidelity_6,fidelity_7,fidelity_8,fidelity_9
0,CSRank,100,rank_rank,,,2.6632094860076903,2.6889636516571045,2.651543617248535,2.6751248836517334,2.6581130027770996,2.665220022201538,2.674619197845459,2.6559717655181885,2.648714303970337,2.6687841415405273,2.645040273666382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,CSRank,100,rank_rank,coalition_size,1.0,1.4014944314956665,1.3935887813568115,1.4043681621551514,1.404581069946289,1.408665418624878,1.3947348594665527,1.398803949356079,1.3839616775512695,1.4155128002166748,1.4132599830627441,1.3974676132202148,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.9616666666666666,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.9198952951195396,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923,0.8705563017001923
2,CSRank,100,rank_rank,coalition_size,2.0,2.3512614965438843,2.3300206661224365,2.355741024017334,2.337517738342285,2.3223519325256348,2.37058424949646,2.3562276363372803,2.3484230041503906,2.364161729812622,2.3441271781921387,2.3834598064422607,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9799999999999999,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9466666666666665,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.9540430590907243,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425,0.923586657916425
3,CSRank,100,rank_rank,coalition_size,3.0,2.6583200454711915,2.656560182571411,2.6613359451293945,2.660099983215332,2.6406984329223633,2.6489436626434326,2.659315347671509,2.6641762256622314,2.6655240058898926,2.6691293716430664,2.6574172973632812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,CSRank,100,rank_rank,sample_size,20.0,0.44014596939086914,0.4530665874481201,0.43325042724609375,0.4349689483642578,0.4371001720428467,0.43786025047302246,0.4359159469604492,0.43689799308776855,0.4390106201171875,0.4440772533416748,0.4493114948272705,0.9483333333333335,0.9466666666666668,0.9416666666666665,0.9466666666666668,0.9483333333333333,0.95,0.9599999999999999,0.9533333333333333,0.965,0.9466666666666668,0.8733333333333333,0.92,0.8866666666666664,0.8866666666666666,0.9133333333333333,0.8866666666666666,0.92,0.8933333333333333,0.9266666666666667,0.8933333333333334,0.9819095764175565,0.9817526673808881,0.9806965387135527,0.9817503215415211,0.9862485637827645,0.982495806758257,0.9846151439688736,0.9841487285075685,0.9840033449401453,0.9826059503737232,0.9846296040515654,0.9826286832412523,0.9848775322283609,0.9790041436464089,0.9890529465930018,0.9791823204419889,0.9838335635359116,0.9856972836095764,0.9873890423572744,0.9847313535911603
5,CSRank,100,rank_rank,sample_size,50.0,0.8466350317001343,0.8414947986602783,0.8469078540802002,0.8544838428497314,0.8462395668029785,0.8484094142913818,0.8474609851837158,0.8451266288757324,0.8505406379699707,0.8403172492980957,0.8453693389892578,0.9550000000000002,0.98,0.9666666666666667,0.9733333333333333,0.9683333333333333,0.955,0.9816666666666667,0.9833333333333334,0.9783333333333333,0.9766666666666667,0.9133333333333333,0.9733333333333334,0.9266666666666667,0.9533333333333333,0.9333333333333332,0.9199999999999998,0.9399999999999998,0.9666666666666666,0.98,0.9466666666666668,0.988417511440095,0.9904086181884558,0.990966637925478,0.9911901842652555,0.9923080221229991,0.9905871927699414,0.9898434554142667,0.9918937675313704,0.9893473802091145,0.9888410164143013,0.9921431860036832,0.9943701657458563,0.9910757826887662,0.9922393186003683,0.9933243093922652,0.9908582872928177,0.989812246777164,0.9932823204419889,0.9919961325966851,0.9885258747697975
6,CSRank,100,rank_rank,sample_size,100.0,1.5578994035720826,1.5540740489959717,1.5761163234710693,1.5446488857269287,1.5533864498138428,1.5591249465942383,1.5480868816375732,1.570326566696167,1.5706896781921387,1.5584590435028076,1.544081211090088,0.9866666666666667,0.9716666666666667,0.9883333333333333,0.9766666666666667,0.9883333333333334,0.975,0.9816666666666666,0.9816666666666666,0.985,0.9783333333333333,0.9599999999999999,0.94,0.9733333333333334,0.9533333333333335,0.9866666666666667,0.9533333333333335,0.9466666666666665,0.98,0.9733333333333334,0.9533333333333333,0.9951099725830567,0.9924673294220028,0.9960668834581078,0.9945035623293512,0.9953565218498451,0.9938310082129621,0.9949360306857916,0.9956934028222926,0.9953622388633282,0.994511236402287,0.9956344843462247,0.9946767955801105,0.9971422651933701,0.9951327808471455,0.9972423572744015,0.9936432320441989,0.9948817219152855,0.9966523020257827,0.9964966390423573,0.9955151933701657
7,CSRank,100,rank_rank,sample_size,181.0,2.6709368228912354,2.676142454147339,2.669670820236206,2.6720328330993652,2.667541027069092,2.6750946044921875,2.6585144996643066,2.6612467765808105,2.6992998123168945,2.658186912536621,2.6716384887695312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,CSRank,100,rank_score_rank_score,,,0.2249650239944458,0.22974300384521484,0.23171544075012207,0.2190854549407959,0.22837257385253906,0.22377395629882812,0.21625304222106934,0.2233717441558838,0.22725939750671387,0.2239227294921875,0.22615289688110352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,CSRank,100,rank_score_rank_score,coalition_size,1.0,0.15070433616638185,0.1397566795349121,0.14070558547973633,0.14185690879821777,0.14066481590270996,0.13707518577575684,0.1473376750946045,0.22448968887329102,0.14676189422607422,0.15065407752990723,0.1377408504486084,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9708081594005488,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116,0.9499733070733116
