university_name,teaching,research,citations,income,international
University of Oxford,9.851548658861878,11.74391648200271,14.577276171415882,1.1287367956666332,3.422121251339761
California Institute of Technology,9.680581856741746,11.324642014046656,14.593450981746345,1.2122659589594984,3.178333321898229
University of Cambridge,9.162720208681016,11.819083917425537,14.65235684172314,0.8655946296180709,2.9855549546870113
Stanford University,9.421219506111505,11.468493988167149,14.991874651457058,0.9706029002985903,3.2316476279307773
Massachusetts Institute of Technology,9.87353903393786,12.02849360358323,15.036857149437461,0.8797287362663454,3.025551731038132
Princeton University,9.63057264116152,11.726486502799814,14.669399927928204,0.8864260871369456,2.935826575635081
Harvard University,9.53982813149161,11.679694155376149,14.665863118420983,-0.19974886030973263,3.3146697337545326
Yale University,9.344010270135106,11.301574685851923,15.120804253843966,0.6608410920532918,3.318096015464651
The University of Chicago,9.36725585470096,11.66903821047853,14.796479980412123,1.139588220687574,3.2207691901498103
Imperial College London,9.938773899321376,11.537043854936629,14.928537426308894,0.9343483936828492,2.98154219213194
University of Pennsylvania,9.537610687153197,11.8844421434308,14.672475927596075,0.6498874886789985,0.6813363739249984
Johns Hopkins University,9.224378942985718,11.700304087403644,14.48881290316669,0.97824876876966,3.3620114776806416
University of California,9.424964749485643,12.050282563930512,14.923148657088078,-0.08812078604552848,3.035124617554419
ETH Zurich,9.237599916578635,11.754778971398686,14.38814452678324,1.1108585669288853,3.407617999333235
UCL,9.593509254994904,11.30717555770926,14.74986289720007,0.03773606624174689,3.2518700809546957
Columbia University,9.60149027042986,11.623171551602763,14.628676735237732,0.04374623165336759,3.201073305224245
University of California,9.520323429327927,11.746066032956309,14.42392293774934,0.7513437874148213,0.24652411064127291
University of Toronto,9.416118113294278,11.54891706696296,15.054863096077316,0.7753428120241395,3.142367154810141
Cornell University,9.812923724726826,11.68446470551035,14.786398961354578,-0.3977329757014423,2.936705032314864
Duke University,9.640506970314375,11.39407956935488,14.668540169757396,0.8991617826150178,0.25107857142941814
University of Michigan-Ann Arbor,9.662706431379856,11.471136629927594,14.711147384296249,0.9346076361923427,0.4915234399307172
Northwestern University,9.78022853304697,12.082488213382145,14.64809938311987,0.8613707953886228,0.7046931528837772
Tsinghua University,9.735434812540282,11.610763253584931,14.759886823129934,0.9233333864267221,0.7952302105217919
Peking University,9.700362503900585,11.731890043362668,14.558264455635962,0.8707543809729605,0.582606754163417
National University of Singapore,9.683223871130082,11.543512036466028,14.945460378092903,0.6767171724419778,3.357453520874987
University of Washington,9.105373841642287,11.799274168546784,14.98619975382264,-0.18701684599339205,0.6708642144151551
Carnegie Mellon University,9.428491196301879,11.824339439421045,14.589108390162933,0.9940123952855217,2.9822825781112954
London School of Economics and Political Science,9.644127963729128,11.903307107551623,14.489907928989563,-0.16458858053842818,3.3070833120305334
New York University,9.361349509210335,12.064961010739587,15.2033431964418,-0.1623712192697994,0.8108559693029653
University of Edinburgh,9.366294936910087,11.696207955826956,15.019881384955912,-0.11222530534618709,3.1637550346136045
University of California,9.495817028819829,11.417292416009403,14.93110266789066,1.1375967487393086,0.40145797519980586
LMU Munich,9.852509690092395,11.818298737309556,14.560177068948738,1.0216120157529383,0.7348585002307125
University of Melbourne,9.728314661877906,11.578198821226596,15.056562895096935,0.6985460047525996,3.465868619047407
University of British Columbia,9.319240397135822,11.830386227788086,15.04926347016684,0.03018787803328881,3.0629803041033172
University of Hong Kong,9.547538943112663,11.412549587218216,14.939998164997563,1.0896489741298825,3.323038369508251
King’s College London,9.65583182267958,11.641257024474564,15.118689566952174,0.033508834896466236,3.069633210244998
The University of Tokyo,8.681810615104697,11.878862065031113,4.149809323891136,0.800223988815228,-0.8833622259392295
École Polytechnique Fédérale de Lausanne,9.559215387446208,11.572041338103395,14.762365671311459,1.111138628170806,2.9711823747775776
Georgia Institute of Technology,9.632858264503959,11.310304660231829,14.764607544704806,0.7334206030170625,2.9542327683623144
University of Texas at Austin,9.97473011798466,11.575846636564448,14.700688477863512,0.10053755576636995,-0.869347560988179
Karolinska Institute,10.092891168439523,11.322620829187407,15.134487420387668,0.9284146895253912,2.981047664702435
McGill University,9.13056921992175,11.428344153651077,14.808644884283485,-0.2644586236354298,3.2115428530536376
Technical University of Munich,9.7716572639542,11.714283997012162,14.886058381153063,0.742966121140564,3.22738865038677
Heidelberg University,9.669262143549142,11.76921126458804,14.960913169817626,0.9044756856295004,0.8488354267023334
KU Leuven,9.358658908431368,11.706788576332835,14.564475177259494,1.0088080651836497,3.3565123782665536
Paris Sciences et Lettres – PSL Research University Paris,9.410696755128606,11.295307286019494,14.515499211548445,1.115547538308643,3.4197066263673723
The Hong Kong University of Science and Technology,9.711207065813376,11.835131677413155,14.626391639077376,1.2964196115859805,3.3223914792358804
University of Illinois at Urbana-Champaign,9.852334474605527,11.649152347431889,14.626518434843797,1.0789070559681264,0.4743178849840765
Nanyang Technological University,9.293256224359101,11.470999283429167,14.651715766586824,0.6119829411134268,3.45979506705627
Australian National University,8.921289956335421,11.881946754632589,14.727579672367007,-0.08845587914731158,2.788567743564102
University of Wisconsin-Madison,9.287757733879657,11.486831426099439,14.538082551626822,-0.008472334596556073,0.21394247884003165
Washington University in St Louis,9.459370999540079,11.80694314474274,14.869907778620597,0.13336690369816206,0.46771641506955103
Brown University,9.777178813543513,11.837573537652421,14.75826126383841,-0.3648621569881808,1.0560252067231284
University of North Carolina at Chapel Hill,10.156553171197848,11.843569523006366,14.747693345011799,0.10070312667756505,-0.6687135823028906
University of California,9.710545788598623,11.452322324372396,14.867296692824327,0.7325662011070532,0.36077024903610455
