,dataset,n_observations,approach,parameter,parameter_value,avg_time,time_0,time_1,time_2,time_3,time_4,agreement_kendall_0,agreement_kendall_1,agreement_kendall_2,agreement_kendall_3,agreement_kendall_4,agreement_jaccard2_0,agreement_jaccard2_1,agreement_jaccard2_2,agreement_jaccard2_3,agreement_jaccard2_4,agreement_euclidean_0,agreement_euclidean_1,agreement_euclidean_2,agreement_euclidean_3,agreement_euclidean_4,fidelity_0,fidelity_1,fidelity_2,fidelity_3,fidelity_4
0,ATP,86,rank_score,,,0.9529249668121338,3.523777723312378,0.3238821029663086,0.3016788959503174,0.3056371212005615,0.3096489906311035,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
1,ATP,86,rank_score,coalition_size,1.0,0.11613140106201172,0.12662982940673828,0.10852527618408203,0.11567544937133789,0.11476540565490723,0.11506104469299316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1.0,1.0,1.0,1.0,1.0
2,ATP,86,rank_score,coalition_size,2.0,0.19960670471191405,0.1985635757446289,0.2003462314605713,0.19981122016906738,0.19829392433166504,0.2010185718536377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.9999999999999993,0.9999999999999993,1.0,1.0,1.0,1.0,1.0
3,ATP,86,rank_score,coalition_size,3.0,0.28244609832763673,0.2862999439239502,0.276639461517334,0.2851579189300537,0.277996301651001,0.2861368656158447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0,1.0,1.0,1.0,1.0
4,ATP,86,rank_score,coalition_size,4.0,0.31140851974487305,0.3299572467803955,0.31818199157714844,0.29050660133361816,0.3118553161621094,0.30654144287109375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0
5,ATP,86,rank_score,coalition_size,5.0,0.3295279502868652,0.33161473274230957,0.3179323673248291,0.34258580207824707,0.3196284770965576,0.3358783721923828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,ATP,86,rank_score,sample_size,20.0,0.20464119911193848,0.19899487495422363,0.20790600776672363,0.2096095085144043,0.20043635368347168,0.20625925064086914,0.9410852713178294,0.9193798449612403,0.9038759689922481,0.944186046511628,0.9162790697674418,0.9534883720930233,0.9302325581395349,0.9534883720930233,0.9689922480620154,0.9069767441860465,0.9747567041322993,0.9683320195946655,0.9661108782379086,0.9664629094557119,0.9613040524268175,1.0,1.0,1.0,1.0,1.0
7,ATP,86,rank_score,sample_size,50.0,0.2760119915008545,0.26242566108703613,0.29021549224853516,0.26944446563720703,0.27771830558776855,0.2802560329437256,0.9465116279069768,0.972093023255814,0.9472868217054262,0.9612403100775194,0.9604651162790697,0.9689922480620154,0.9767441860465116,0.9844961240310076,0.9767441860465116,0.9844961240310076,0.9842515983571446,0.9857890562396399,0.9828399221778208,0.9857380691402049,0.9838318322310463,1.0,1.0,1.0,1.0,1.0
8,ATP,86,rank_score,n_jobs,1.0,1.9182822227478027,1.918044090270996,1.9147863388061523,1.9126439094543457,1.9190783500671387,1.9268584251403809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,ATP,86,rank_score,n_jobs,2.0,1.7212693214416503,2.5084197521209717,1.5621185302734375,1.5215141773223877,1.511897087097168,1.502397060394287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,ATP,86,rank_score,n_jobs,4.0,0.9122900009155274,1.6007139682769775,0.7282359600067139,0.7480595111846924,0.736992597579956,0.7474479675292969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,ATP,86,rank_score,n_jobs,8.0,0.6634530544281005,1.3866865634918213,0.47871828079223633,0.48932647705078125,0.4887063503265381,0.473827600479126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,ATP,86,rank_score,n_jobs,16.0,0.43857083320617674,1.0130081176757812,0.28715014457702637,0.2868003845214844,0.29480814933776855,0.31108736991882324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,ATP,86,rank_score,n_jobs,32.0,0.5242186069488526,1.4473650455474854,0.28779125213623047,0.26230645179748535,0.32837462425231934,0.2952556610107422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,ATP,86,rank_score,n_jobs,48.0,0.5144216537475585,1.3329122066497803,0.2823066711425781,0.3146994113922119,0.3462958335876465,0.29589414596557617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
