,Label,Score,Score bucket,Feature,Contribution
0,John Isner,314.00000000000006,314.0,Serve Rating,0.0
1,John Isner,314.00000000000006,314.0,% 1st Serve,0.09166666666666667
2,John Isner,314.00000000000006,314.0,% 1st Serve Points Won,0.17083333333333325
3,John Isner,314.00000000000006,314.0,% 2nd Serve Points Won,0.010416666666666671
4,John Isner,314.00000000000006,314.0,% Service Games Won,0.2604166666666666
5,John Isner,314.00000000000006,314.0,Avg. Aces/ Match,0.3437500000000001
6,John Isner,314.00000000000006,314.0,Avg. Double Faults/Match,-0.0020833333333333333
7,Nick Kyrgios,308.1,308.1,Serve Rating,0.0
8,Nick Kyrgios,308.1,308.1,% 1st Serve,0.1
9,Nick Kyrgios,308.1,308.1,% 1st Serve Points Won,0.11875
10,Nick Kyrgios,308.1,308.1,% 2nd Serve Points Won,0.09166666666666665
11,Nick Kyrgios,308.1,308.1,% Service Games Won,0.34791666666666643
12,Nick Kyrgios,308.1,308.1,Avg. Aces/ Match,0.22916666666666663
13,Nick Kyrgios,308.1,308.1,Avg. Double Faults/Match,-0.012499999999999999
14,Reilly Opelka,307.0999999999999,307.1,Serve Rating,0.0
15,Reilly Opelka,307.0999999999999,307.1,% 1st Serve,0.04583333333333334
16,Reilly Opelka,307.0999999999999,307.1,% 1st Serve Points Won,0.13958333333333325
17,Reilly Opelka,307.0999999999999,307.1,% 2nd Serve Points Won,0.14166666666666664
18,Reilly Opelka,307.0999999999999,307.1,% Service Games Won,0.308333333333333
19,Reilly Opelka,307.0999999999999,307.1,Avg. Aces/ Match,0.22916666666666666
20,Reilly Opelka,307.0999999999999,307.1,Avg. Double Faults/Match,0.010416666666666668
21,Hubert Hurkacz,299.09999999999997,299.1,Serve Rating,0.0
22,Hubert Hurkacz,299.09999999999997,299.1,% 1st Serve,-0.01458333333333333
23,Hubert Hurkacz,299.09999999999997,299.1,% 1st Serve Points Won,0.1895833333333331
24,Hubert Hurkacz,299.09999999999997,299.1,% 2nd Serve Points Won,0.07083333333333332
25,Hubert Hurkacz,299.09999999999997,299.1,% Service Games Won,0.33958333333333307
26,Hubert Hurkacz,299.09999999999997,299.1,Avg. Aces/ Match,0.26666666666666633
27,Hubert Hurkacz,299.09999999999997,299.1,Avg. Double Faults/Match,0.02291666666666667
28,Matteo Berrettini,292.0,292.0,Serve Rating,0.0
29,Matteo Berrettini,292.0,292.0,% 1st Serve,0.0125
30,Matteo Berrettini,292.0,292.0,% 1st Serve Points Won,0.22916666666666652
