Institution,Count AI,Count Systems,Count Theory,Count Interdisciplinary
Carnegie Mellon University,24.17151675485009,33.6194885361552,13.291446208112873,22.87522045855379
Univ. of Illinois at Urbana-Champaign,23.135802469135804,37.50264550264551,12.983245149911816,19.335978835978835
Univ. of California - San Diego,22.519841269841272,34.00308641975309,11.851410934744269,23.583333333333332
Massachusetts Institute of Technology,21.55026455026455,33.866843033509696,14.41093474426808,21.12962962962963
Georgia Institute of Technology,22.61816578483245,33.000881834215164,10.03968253968254,24.298941798941797
Stanford University,23.955026455026456,26.871252204585538,12.92768959435626,25.203703703703702
University of Michigan,22.510141093474427,35.41490299823633,11.56305114638448,18.46957671957672
University of Washington,22.00440917107584,28.952380952380953,12.402116402116402,23.598765432098766
Univ. of California - Berkeley,20.588183421516757,32.304232804232804,14.039682539682541,19.02557319223986
Cornell University,24.8994708994709,27.725749559082892,12.563492063492063,19.7689594356261
University of Maryland - College Park,23.95899470899471,25.276455026455025,8.648589065255731,26.073633156966487
Northeastern University,20.868606701940035,30.42768959435626,13.454144620811288,18.207231040564373
University of Wisconsin - Madison,19.05114638447972,34.50264550264551,12.387125220458554,16.016754850088184
Columbia University,22.76278659611993,28.30864197530864,12.16931216931217,17.71693121693122
Purdue University,18.394620811287478,34.18121693121694,11.159171075837744,15.222663139329804
University of Texas at Austin,22.09964726631393,32.12962962962963,14.826278659611992,10.902116402116402
University of Pennsylvania,21.88183421516755,28.62169312169312,10.710758377425044,16.743386243386244
Princeton University,20.04673721340388,28.649029982363317,10.761904761904763,17.5
University of Massachusetts Amherst,26.955467372134038,29.100088183421516,4.593033509700176,15.309082892416225
New York University,22.8478835978836,21.935185185185187,13.26058201058201,16.914021164021165
University of Southern California,24.872574955908288,28.53483245149912,7.895502645502646,12.654761904761905
Univ. of California - Los Angeles,27.272927689594354,27.449294532627867,13.928130511463845,4.307319223985891
Stony Brook University,21.053350970017632,24.57451499118166,9.26058201058201,16.069223985890652
University of Chicago,16.61596119929453,34.28880070546737,8.129188712522044,12.923721340388006
Univ. of California - Irvine,18.94047619047619,30.100088183421512,6.033068783068783,13.884038800705468
Univ. of California - Santa Barbara,22.155643738977073,28.742063492063494,10.178571428571427,8.881393298059965
Rutgers University,25.724867724867725,18.82804232804233,6.641093474426808,16.763668430335095
Duke University,21.632716049382715,26.234126984126984,7.117724867724868,11.97310405643739
Univ. of California - Riverside,16.36596119929453,38.2037037037037,4.48589065255732,6.902116402116402
Northwestern University,14.925044091710758,25.082892416225747,6.386243386243386,17.563492063492063
Pennsylvania State University,23.648589065255734,32.77821869488536,1.814373897707231,6.716490299823633
University of Utah,14.998236331569665,22.9973544973545,5.499118165784832,19.462962962962962
George Mason University,16.741181657848326,20.242063492063494,3.147707231040564,18.82671957671958
Harvard University,19.433862433862434,18.623456790123456,8.746031746031747,15.154320987654323
Ohio State University,19.220899470899468,28.95899470899471,3.1265432098765427,6.651234567901234
Texas A&M University,19.521604938271608,20.779982363315696,1.951058201058201,18.705026455026456
Univ. of California - Santa Cruz,18.864197530864196,18.591710758377424,7.388888888888889,12.112874779541446
Yale University,12.389770723104057,20.34391534391534,13.557319223985893,13.666666666666668
Boston University,19.83862433862434,19.887125220458554,11.005291005291006,3.22663139329806
Brown University,17.467813051146386,11.738536155202821,7.675925925925926,19.07539682539683
North Carolina State University,6.9678130511463845,30.159171075837744,4.100970017636684,13.729717813051145
University at Buffalo,20.50440917107584,22.49382716049383,5.6763668430335095,4.283068783068783
Rice University,18.327601410934744,19.105379188712522,6.985449735449736,7.539241622574956
University of Colorado Boulder,12.348765432098766,13.69532627865961,3.9722222222222223,17.941358024691358
University of Illinois at Chicago,23.04541446208113,11.916666666666666,7.396384479717813,7.599206349206349
University of North Carolina,22.567019400352734,12.019400352733687,1.8509700176366843,14.520282186948855
University of Virginia,18.05952380952381,21.93783068783069,4.056878306878307,4.9034391534391535
Arizona State University,20.63447971781305,17.13888888888889,0.355820105820106,6.828483245149911
University of Minnesota,15.116402116402117,17.887125220458554,-1.0564373897707233,14.010582010582011
Virginia Tech,11.585537918871253,21.61111111111111,1.4991181657848325,12.261904761904763
Univ. of California - Davis,11.798941798941799,18.22663139329806,4.721340388007055,9.210758377425044
Johns Hopkins University,26.06569664902998,0.8540564373897708,11.479276895943562,3.558641975308642
Oregon State University,19.407407407407405,6.900352733686067,7.436507936507937,9.213403880070548
Indiana University,6.239858906525574,18.070546737213405,2.455026455026455,14.192239858906527
University of Central Florida,19.308641975308642,12.113756613756614,-3.170194003527337,11.705467372134038
University of Rochester,23.680335097001763,8.455467372134038,2.1318342151675482,4.690035273368607
Michigan State University,25.06613756613757,4.051146384479718,-0.8932980599647266,6.7336860670194
Rochester Institute of Technology,17.511022927689595,6.691798941798941,0.43783068783068785,12.317019400352734
University of Pittsburgh,20.172398589065253,14.03130511463845,-0.19532627865961202,1.949294532627866
University of Texas at Dallas,26.621693121693124,6.495590828924163,4.078483245149912,0.7619047619047619
Washington University in St. Louis,17.354056437389772,6.650352733686066,1.0850970017636685,8.86816578483245
University of Notre Dame,19.147707231040563,10.591269841269842,-3.438712522045856,6.657407407407407
Univ. of California - Merced,12.160934744268078,10.005731922398589,3.3346560846560847,4.456349206349206
University of Delaware,9.366402116402117,7.7482363315696645,1.1565255731922397,12.686507936507937
University of Florida,7.676807760141093,10.382275132275133,1.944885361552028,11.953703703703702
University of Texas at Arlington,16.817019400352734,14.481040564373899,-4.051587301587301,1.7111992945326278
University of Connecticut,8.500881834215168,8.522045855379188,4.516754850088184,6.417989417989418
