player_name,serve__pct_1st_serve,serve__pct_1st_serve_points_won,serve__pct_2nd_serve_points_won,serve__pct_service_games_won,serve__avg_aces_match,serve__avg_double_faultsmatch
John Isner,6.696686666834609,4.448324523027824,2.0571408497665207,7.170815142101818,2.5974030608703185,1.1529573587602593
Nick Kyrgios,6.508558644492683,4.714327724998882,2.4209343531031298,6.899590977648553,2.5039775727657756,-0.39921104332759605
Reilly Opelka,6.555920885708644,4.176035443521292,1.9674532492977315,7.088315855138846,2.705868042765753,1.1587203478734691
Hubert Hurkacz,6.667879772306492,4.529446882770161,2.347310210867657,7.195328821145718,2.826658140070088,1.2679813651549177
Matteo Berrettini,6.624079091278473,4.588022970666493,2.2438353583348993,7.174273465901161,2.594324473869631,1.004478943786546
Nicolas Jarry,6.617698158080108,4.159641218646849,-2.565790031668207,7.111891089285005,2.4396228316329998,1.307147563443561
Novak Djokovic,6.54235941146267,4.143989894403447,1.9427961210758056,6.949300520122304,-0.533996491772587,1.126634337937009
Maxime Cressy,6.7408312046675105,4.390610439636697,1.969830959010544,7.0015491153184914,2.452999809328931,-0.9662602537746018
Ben Shelton,-4.364099494474719,4.658660425595947,1.7527032877607733,7.024148523393776,2.547767954593604,-0.8074995652101553
Stefanos Tsitsipas,7.136218724871274,4.522664505540132,1.9930342241477312,6.856475246594321,2.5491052109775807,1.397971782274769
Felix Auger-Aliassime,6.716598338938404,4.647853826519945,0.34818399797521793,7.055772672441751,2.3203927021064477,-0.5037407211510113
Casper Ruud,6.515203694752341,4.4924165562056295,1.767883763118273,7.1706664304304875,-0.5973201114176426,1.260433665202418
Daniil Medvedev,6.776425493808137,4.444059388802691,1.647891085479397,6.903536756526036,2.9406271711681886,-0.9566132367956844
Taylor Fritz,6.757886805116719,4.284013064183539,1.9613090339163552,7.163794146415302,2.5214585011764115,1.121497769191019
Brandon Nakashima,7.029627370898005,4.309574804747858,2.0937508143075623,6.822365615674411,2.4089964758405906,1.3701918364820398
Marin Cilic,-4.227773921967418,4.445359626003905,2.399462136667423,6.749839853111993,2.090354205297373,-0.2874708421461025
Arthur Rinderknech,6.509459182403945,4.5219995237552695,-2.639874110891337,4.125381255159984,2.688534976094,1.3069163200891465
Thiago Monteiro,6.556407833033773,0.0007102424486122583,2.0724573813544276,4.180002404330345,-0.3213797361579082,1.272016123770587
Alexander Zverev,6.646871276883702,2.8339618951689816,-2.3983196785406267,4.283620639895094,2.5908231703101428,-1.1385454108965392
Andrey Rublev,7.154444271302873,4.084341209114924,2.290184421013091,7.037035187268535,2.3046886835699256,1.2328473952600456
Denis Shapovalov,6.58899881701731,4.424502713247445,1.8443047999084803,7.14806839795515,2.2937334898733415,-0.6661342260743703
Carlos Alcaraz,6.863291760293742,-0.055207728592770185,1.903999876648496,7.19459723285543,-3.1709426952756092,0.8568368309006522
Pablo Carreno Busta,6.4113807239520435,0.05800599005274275,1.728102806523738,4.104869497155746,-3.322889018784183,1.4252312789615043
Rafael Nadal,6.524599191651859,-0.026791084659156517,1.7669592307102144,4.21083814314698,-3.1084232039806436,-0.8154003420554236
Borna Coric,6.762802220437404,0.30704975252368444,1.8737921191411913,4.015963713654639,2.368550683162602,1.1812009878746934
Steve Johnson,-4.297868941289991,4.31724855738736,1.5190989750038897,3.87460134136974,2.4651522525175604,-0.8078432371416988
Lorenzo Sonego,6.638383212268894,0.12968008841589065,0.4877559482953491,4.310905167016852,-0.5376432660515146,1.0115666770575786
Karen Khachanov,6.637708313114193,-0.06915242087317042,1.7426194031037159,4.1256937962936275,2.5699378016396786,1.2788258307364844
Jack Draper,-4.308991969002691,4.489623622869982,0.13289124036230346,7.230751504465224,2.3628788229285123,-0.15343259749130664
Roberto Bautista Agut,6.790396642447976,-0.34672805145021945,2.0480813067799026,4.149991506737843,-3.235587469327612,0.9803920516863605
Grigor Dimitrov,6.9220844112347395,4.681326945081528,2.132244803668417,4.229324406009773,-0.47073659457962996,-0.053190335039451524
Benjamin Bonzi,-0.15022435380223656,2.8657722208982825,1.5198035667567722,4.331025609195674,-0.3963520226986305,0.7429682532081834
Holger Rune,6.682499276603756,0.1573039894026752,2.0403579640304814,4.033282477103708,-3.181163197169107,-1.171692737045093
Jannik Sinner,-4.195114490265559,2.8505336705283604,2.0007541356517127,4.1375085516967465,-0.3766566838128143,-0.48130507292993213
Jan-Lennard Struff,-4.046835857625158,4.353705632671299,2.1522830650420985,3.8965913969882755,2.5646227582819363,-1.0315623896449666
Cameron Norrie,6.69640871733685,-0.02512479015907186,1.0926856570797263,4.125480422836548,-3.2486976710669704,1.0794505919576642
Frances Tiafoe,-4.10741218348472,0.14154984107601648,1.741740041734908,3.9591157124800556,2.821050360664415,0.8334648343784533
Tallon Griekspoor,6.425706500928773,0.2768889646051136,1.1442948947503053,4.098668341863397,2.2885093559955467,-0.3307900533405944
Miomir Kecmanovic,6.661316413752996,-5.6137093757381455,2.0874441456843047,-0.4969746216952609,-3.1457608181575,1.3955508531029202
Alexander Bublik,-0.9552693636131931,4.507587767343386,-2.8856672606940243,3.8629168448104867,2.7219886382082934,-0.8819020701848156
Adrian Mannarino,-0.17544334981128817,0.24313631074655823,1.8757236369545205,4.44487650500082,-0.4801471933393336,1.3843744495887793
Lorenzo Musetti,6.635098235637864,-5.731350491588734,2.1001543994507386,-0.3103500615435064,-3.086735101583153,1.0124636315969084
Sebastian Korda,6.890620918490253,-5.6333902510109475,0.29241049414447917,4.036704862759631,-0.2579350948972607,0.992871426325147
