,Serve Standing Player,Serve Standing Player2,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2nd Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,My score,My Rank,Unnamed: 0,Label,Score,Score bucket,Feature,Contribution,Rank Bucket
140,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,140,Denis Shapovalov,279.2,279.2,Serve Rating,0.0,"20-
30%"
141,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,141,Denis Shapovalov,279.2,279.2,% 1st Serve,-4.462500000000006,"20-
30%"
142,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,142,Denis Shapovalov,279.2,279.2,% 1st Serve Points Won,4.49999999999999,"20-
30%"
143,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,143,Denis Shapovalov,279.2,279.2,% 2nd Serve Points Won,2.25,"20-
30%"
144,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,144,Denis Shapovalov,279.2,279.2,% Service Games Won,4.400000000000004,"20-
30%"
145,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,145,Denis Shapovalov,279.2,279.2,Avg. Aces/ Match,0.7249999999999949,"20-
30%"
146,21,Denis Shapovalov,"279,2","0,617","0,766","0,528","0,851","8,7","5,7",279.2,21,146,Denis Shapovalov,279.2,279.2,Avg. Double Faults/Match,-2.3999999999999915,"20-
30%"
147,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,147,Carlos Alcaraz,278.69999999999993,278.7,Serve Rating,0.0,"20-
30%"
148,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,148,Carlos Alcaraz,278.69999999999993,278.7,% 1st Serve,-0.4625000000000087,"20-
30%"
149,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,149,Carlos Alcaraz,278.69999999999993,278.7,% 1st Serve Points Won,-0.2000000000000188,"20-
30%"
150,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,150,Carlos Alcaraz,278.69999999999993,278.7,% 2nd Serve Points Won,4.85,"20-
30%"
151,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,151,Carlos Alcaraz,278.69999999999993,278.7,% Service Games Won,3.7,"20-
30%"
152,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,152,Carlos Alcaraz,278.69999999999993,278.7,Avg. Aces/ Match,-4.075000000000013,"20-
30%"
153,22,Carlos Alcaraz,"278,7","0,657","0,719","0,554","0,844","3,9","2,6",278.69999999999993,22,153,Carlos Alcaraz,278.69999999999993,278.7,Avg. Double Faults/Match,0.6999999999999778,"20-
30%"
154,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,154,Pablo Carreno Busta,278.5,278.5,Serve Rating,0.0,"20-
30%"
155,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,155,Pablo Carreno Busta,278.5,278.5,% 1st Serve,0.3375000000000095,"20-
30%"
156,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,156,Pablo Carreno Busta,278.5,278.5,% 1st Serve Points Won,-1.599999999999996,"20-
30%"
157,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,157,Pablo Carreno Busta,278.5,278.5,% 2nd Serve Points Won,5.950000000000001,"20-
30%"
158,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,158,Pablo Carreno Busta,278.5,278.5,% Service Games Won,2.099999999999996,"20-
30%"
159,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,159,Pablo Carreno Busta,278.5,278.5,Avg. Aces/ Match,-3.974999999999993,"20-
30%"
160,23,Pablo Carreno Busta,"278,5","0,665","0,705","0,565","0,828",4,"1,8",278.5,23,160,Pablo Carreno Busta,278.5,278.5,Avg. Double Faults/Match,1.4999999999999851,"20-
30%"
161,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,161,Rafael Nadal,277.9,277.9,Serve Rating,0.0,"20-
30%"
162,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,162,Rafael Nadal,277.9,277.9,% 1st Serve,-1.462499999999995,"20-
30%"
163,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,163,Rafael Nadal,277.9,277.9,% 1st Serve Points Won,1.2125000000000006,"20-
30%"
164,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,164,Rafael Nadal,277.9,277.9,% 2nd Serve Points Won,4.2625000000000055,"20-
30%"
165,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,165,Rafael Nadal,277.9,277.9,% Service Games Won,3.1125000000000087,"20-
30%"
166,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,166,Rafael Nadal,277.9,277.9,Avg. Aces/ Match,-2.9625000000000177,"20-
30%"
167,24,Rafael Nadal,"277,9","0,649","0,73","0,55","0,837","4,9","3,6",277.9,24,167,Rafael Nadal,277.9,277.9,Avg. Double Faults/Match,-0.5250000000000241,"20-
30%"
168,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,168,Borna Coric,276.8,276.8,Serve Rating,0.0,"20-
30%"
169,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,169,Borna Coric,276.8,276.8,% 1st Serve,-4.362499999999998,"20-
30%"
170,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,170,Borna Coric,276.8,276.8,% 1st Serve Points Won,1.7125000000000064,"20-
30%"
171,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,171,Borna Coric,276.8,276.8,% 2nd Serve Points Won,3.062500000000004,"20-
30%"
172,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,172,Borna Coric,276.8,276.8,% Service Games Won,1.9125000000000016,"20-
30%"
173,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,173,Borna Coric,276.8,276.8,Avg. Aces/ Match,-1.062499999999986,"20-
30%"
174,25,Borna Coric,"276,8","0,62","0,735","0,538","0,825","6,8","1,8",276.8,25,174,Borna Coric,276.8,276.8,Avg. Double Faults/Match,1.2749999999999853,"20-
30%"
175,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,175,Steve Johnson,276.2,276.2,Serve Rating,0.0,"20-
30%"
176,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,176,Steve Johnson,276.2,276.2,% 1st Serve,-9.6625,"20-
30%"
177,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,177,Steve Johnson,276.2,276.2,% 1st Serve Points Won,5.31250000000001,"20-
30%"
178,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,178,Steve Johnson,276.2,276.2,% 2nd Serve Points Won,1.862500000000008,"20-
30%"
179,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,179,Steve Johnson,276.2,276.2,% Service Games Won,3.3124999999999987,"20-
30%"
180,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,180,Steve Johnson,276.2,276.2,Avg. Aces/ Match,1.8374999999999928,"20-
30%"
181,26,Steve Johnson,"276,2","0,567","0,771","0,526","0,839","9,7","3,8",276.2,26,181,Steve Johnson,276.2,276.2,Avg. Double Faults/Match,-0.7250000000000159,"20-
30%"
182,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,182,Lorenzo Sonego,275.7,275.7,Serve Rating,0.0,"30-
40%"
183,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,183,Lorenzo Sonego,275.7,275.7,% 1st Serve,2.037500000000006,"30-
40%"
184,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,184,Lorenzo Sonego,275.7,275.7,% 1st Serve Points Won,-0.1875000000000156,"30-
40%"
185,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,185,Lorenzo Sonego,275.7,275.7,% 2nd Serve Points Won,-0.4374999999999886,"30-
40%"
186,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,186,Lorenzo Sonego,275.7,275.7,% Service Games Won,0.6124999999999994,"30-
40%"
187,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,187,Lorenzo Sonego,275.7,275.7,Avg. Aces/ Match,-1.8624999999999976,"30-
40%"
188,27,Lorenzo Sonego,"275,7","0,684","0,716","0,503","0,812",6,"1,8",275.7,27,188,Lorenzo Sonego,275.7,275.7,Avg. Double Faults/Match,1.2749999999999853,"30-
40%"
189,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,189,Karen Khachanov,275.4,275.4,Serve Rating,0.0,"30-
40%"
190,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,190,Karen Khachanov,275.4,275.4,% 1st Serve,-2.362500000000002,"30-
40%"
191,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,191,Karen Khachanov,275.4,275.4,% 1st Serve Points Won,1.3124999999999984,"30-
40%"
192,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,192,Karen Khachanov,275.4,275.4,% 2nd Serve Points Won,0.3625000000000073,"30-
40%"
193,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,193,Karen Khachanov,275.4,275.4,% Service Games Won,1.412499999999986,"30-
40%"
194,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,194,Karen Khachanov,275.4,275.4,Avg. Aces/ Match,-0.0624999999999862,"30-
40%"
195,28,Karen Khachanov,"275,4","0,64","0,731","0,511","0,82","7,8","2,6",275.4,28,195,Karen Khachanov,275.4,275.4,Avg. Double Faults/Match,0.4749999999999757,"30-
40%"
196,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,196,Jack Draper,275.1,275.1,Serve Rating,0.0,"30-
40%"
197,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,197,Jack Draper,275.1,275.1,% 1st Serve,-7.562499999999994,"30-
40%"
198,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,198,Jack Draper,275.1,275.1,% 1st Serve Points Won,3.812499999999981,"30-
40%"
199,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,199,Jack Draper,275.1,275.1,% 2nd Serve Points Won,0.1625000000000051,"30-
40%"
200,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,200,Jack Draper,275.1,275.1,% Service Games Won,4.112500000000006,"30-
40%"
201,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,201,Jack Draper,275.1,275.1,Avg. Aces/ Match,0.337499999999992,"30-
40%"
202,29,Jack Draper,"275,1","0,588","0,756","0,509","0,847","8,2","3,1",275.09999999999997,29,202,Jack Draper,275.1,275.1,Avg. Double Faults/Match,-0.0250000000000238,"30-
40%"
203,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,203,Roberto Bautista Agut,274.6,274.6,Serve Rating,0.0,"30-
40%"
204,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,204,Roberto Bautista Agut,274.6,274.6,% 1st Serve,-0.2624999999999994,"30-
40%"
205,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,205,Roberto Bautista Agut,274.6,274.6,% 1st Serve Points Won,-0.2875000000000033,"30-
40%"
206,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,206,Roberto Bautista Agut,274.6,274.6,% 2nd Serve Points Won,2.862500000000006,"30-
40%"
207,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,207,Roberto Bautista Agut,274.6,274.6,% Service Games Won,1.7124999999999986,"30-
40%"
208,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,208,Roberto Bautista Agut,274.6,274.6,Avg. Aces/ Match,-5.062499999999991,"30-
40%"
209,30,Roberto Bautista Agut,"274,6","0,661","0,715","0,536","0,823","2,8","1,7",274.6,30,209,Roberto Bautista Agut,274.6,274.6,Avg. Double Faults/Match,1.3750000000000075,"30-
40%"
210,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,210,Grigor Dimitrov,274.3,274.3,Serve Rating,0.0,"30-
40%"
211,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,211,Grigor Dimitrov,274.3,274.3,% 1st Serve,-3.4625000000000083,"30-
40%"
212,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,212,Grigor Dimitrov,274.3,274.3,% 1st Serve Points Won,3.2125000000000057,"30-
40%"
213,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,213,Grigor Dimitrov,274.3,274.3,% 2nd Serve Points Won,0.5624999999999879,"30-
40%"
214,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,214,Grigor Dimitrov,274.3,274.3,% Service Games Won,1.812499999999989,"30-
40%"
215,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,215,Grigor Dimitrov,274.3,274.3,Avg. Aces/ Match,-2.262499999999976,"30-
40%"
216,31,Grigor Dimitrov,"274,3","0,629","0,75","0,513","0,824","5,6","2,9",274.3,31,216,Grigor Dimitrov,274.3,274.3,Avg. Double Faults/Match,0.1750000000000157,"30-
40%"
217,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,217,Benjamin Bonzi,273.6,273.6,Serve Rating,0.0,"30-
40%"
218,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,218,Benjamin Bonzi,273.6,273.6,% 1st Serve,-6.262500000000011,"30-
40%"
219,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,219,Benjamin Bonzi,273.6,273.6,% 1st Serve Points Won,2.112499999999987,"30-
40%"
220,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,220,Benjamin Bonzi,273.6,273.6,% 2nd Serve Points Won,2.262499999999993,"30-
40%"
221,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,221,Benjamin Bonzi,273.6,273.6,% Service Games Won,2.512500000000001,"30-
40%"
222,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,222,Benjamin Bonzi,273.6,273.6,Avg. Aces/ Match,-1.8624999999999976,"30-
40%"
223,32,Benjamin Bonzi,"273,6","0,601","0,739","0,53","0,831",6,"2,5",273.59999999999997,32,223,Benjamin Bonzi,273.6,273.6,Avg. Double Faults/Match,0.5749999999999956,"30-
40%"
224,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,224,Holger Rune,273.3,273.3,Serve Rating,0.0,"30-
40%"
225,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,225,Holger Rune,273.3,273.3,% 1st Serve,-2.3624999999999927,"30-
40%"
226,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,226,Holger Rune,273.3,273.3,% 1st Serve Points Won,0.4125000000000089,"30-
40%"
227,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,227,Holger Rune,273.3,273.3,% 2nd Serve Points Won,2.36250000000001,"30-
40%"
228,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,228,Holger Rune,273.3,273.3,% Service Games Won,2.512500000000007,"30-
40%"
229,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,229,Holger Rune,273.3,273.3,Avg. Aces/ Match,-3.4625000000000155,"30-
40%"
230,33,Holger Rune,"273,3","0,64","0,722","0,531","0,831","4,4","3,5",273.3,33,230,Holger Rune,273.3,273.3,Avg. Double Faults/Match,-0.4250000000000035,"30-
40%"
231,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,231,Jannik Sinner,272.40000000000003,272.4,Serve Rating,0.0,"30-
40%"
232,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,232,Jannik Sinner,272.40000000000003,272.4,% 1st Serve,-8.262500000000003,"30-
40%"
233,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,233,Jannik Sinner,272.40000000000003,272.4,% 1st Serve Points Won,2.712500000000004,"30-
40%"
234,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,234,Jannik Sinner,272.40000000000003,272.4,% 2nd Serve Points Won,2.4625000000000075,"30-
40%"
235,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,235,Jannik Sinner,272.40000000000003,272.4,% Service Games Won,2.6124999999999963,"30-
40%"
236,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,236,Jannik Sinner,272.40000000000003,272.4,Avg. Aces/ Match,-1.5624999999999856,"30-
40%"
237,34,Jannik Sinner,"272,4","0,581","0,745","0,532","0,832","6,3","2,9",272.40000000000003,34,237,Jannik Sinner,272.40000000000003,272.4,Avg. Double Faults/Match,0.1750000000000155,"30-
40%"
238,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,238,Jan-Lennard Struff,271.9,271.9,Serve Rating,0.0,"30-
40%"
239,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,239,Jan-Lennard Struff,271.9,271.9,% 1st Serve,-9.262500000000015,"30-
40%"
240,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,240,Jan-Lennard Struff,271.9,271.9,% 1st Serve Points Won,3.512500000000004,"30-
40%"
241,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,241,Jan-Lennard Struff,271.9,271.9,% 2nd Serve Points Won,0.8624999999999969,"30-
40%"
242,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,242,Jan-Lennard Struff,271.9,271.9,% Service Games Won,1.0124999999999902,"30-
40%"
243,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,243,Jan-Lennard Struff,271.9,271.9,Avg. Aces/ Match,2.2375000000000207,"30-
40%"
244,35,Jan-Lennard Struff,"271,9","0,571","0,753","0,516","0,816","10,1","3,8",271.9,35,244,Jan-Lennard Struff,271.9,271.9,Avg. Double Faults/Match,-0.7250000000000157,"30-
40%"
245,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,245,Cameron Norrie,271.20000000000005,271.2,Serve Rating,0.0,"40-
50%"
246,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,246,Cameron Norrie,271.20000000000005,271.2,% 1st Serve,-1.062499999999995,"40-
50%"
247,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,247,Cameron Norrie,271.20000000000005,271.2,% 1st Serve Points Won,-0.3874999999999982,"40-
50%"
248,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,248,Cameron Norrie,271.20000000000005,271.2,% 2nd Serve Points Won,0.2625000000000005,"40-
50%"
249,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,249,Cameron Norrie,271.20000000000005,271.2,% Service Games Won,0.3125000000000198,"40-
50%"
250,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,250,Cameron Norrie,271.20000000000005,271.2,Avg. Aces/ Match,-3.2624999999999766,"40-
50%"
251,36,Cameron Norrie,"271,2","0,653","0,714","0,51","0,809","4,6",2,271.20000000000005,36,251,Cameron Norrie,271.20000000000005,271.2,Avg. Double Faults/Match,1.0749999999999968,"40-
50%"
252,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,252,Frances Tiafoe,270.29999999999995,270.3,Serve Rating,0.0,"40-
50%"
253,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,253,Frances Tiafoe,270.29999999999995,270.3,% 1st Serve,-9.06250000000002,"40-
50%"
254,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,254,Frances Tiafoe,270.29999999999995,270.3,% 1st Serve Points Won,1.9124999999999923,"40-
50%"
255,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,255,Frances Tiafoe,270.29999999999995,270.3,% 2nd Serve Points Won,1.0624999999999905,"40-
50%"
256,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,256,Frances Tiafoe,270.29999999999995,270.3,% Service Games Won,0.912499999999991,"40-
50%"
257,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,257,Frances Tiafoe,270.29999999999995,270.3,Avg. Aces/ Match,0.5374999999999835,"40-
50%"
258,37,Frances Tiafoe,"270,3","0,573","0,737","0,518","0,815","8,4","2,4",270.29999999999995,37,258,Frances Tiafoe,270.29999999999995,270.3,Avg. Double Faults/Match,0.6750000000000155,"40-
50%"
259,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,259,Tallon Griekspoor,270.0,270.0,Serve Rating,0.0,"40-
50%"
260,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,260,Tallon Griekspoor,270.0,270.0,% 1st Serve,-4.16250000000001,"40-
50%"
261,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,261,Tallon Griekspoor,270.0,270.0,% 1st Serve Points Won,0.5124999999999986,"40-
50%"
262,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,262,Tallon Griekspoor,270.0,270.0,% 2nd Serve Points Won,0.2624999999999982,"40-
50%"
263,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,263,Tallon Griekspoor,270.0,270.0,% Service Games Won,-0.0874999999999863,"40-
50%"
264,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,264,Tallon Griekspoor,270.0,270.0,Avg. Aces/ Match,-0.7624999999999774,"40-
50%"
265,38,Tallon Griekspoor,270,"0,622","0,723","0,51","0,805","7,1","3,1",270.0,38,265,Tallon Griekspoor,270.0,270.0,Avg. Double Faults/Match,-0.0250000000000231,"40-
50%"
266,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,266,Miomir Kecmanovic,268.7,268.7,Serve Rating,0.0,"40-
50%"
267,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,267,Miomir Kecmanovic,268.7,268.7,% 1st Serve,-3.462500000000005,"40-
50%"
268,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,268,Miomir Kecmanovic,268.7,268.7,% 1st Serve Points Won,-2.5875000000000195,"40-
50%"
269,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,269,Miomir Kecmanovic,268.7,268.7,% 2nd Serve Points Won,4.36250000000001,"40-
50%"
270,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,270,Miomir Kecmanovic,268.7,268.7,% Service Games Won,-1.2874999999999823,"40-
50%"
271,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,271,Miomir Kecmanovic,268.7,268.7,Avg. Aces/ Match,-4.162500000000013,"40-
50%"
272,39,Miomir Kecmanovic,"268,7","0,629","0,692","0,551","0,793","3,7","1,5",268.7,39,272,Miomir Kecmanovic,268.7,268.7,Avg. Double Faults/Match,1.574999999999997,"40-
50%"
273,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,273,Alexander Bublik,268.7,268.7,Serve Rating,0.0,"40-
50%"
274,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,274,Alexander Bublik,268.7,268.7,% 1st Serve,-7.0625,"40-
50%"
275,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,275,Alexander Bublik,268.7,268.7,% 1st Serve Points Won,6.612499999999997,"40-
50%"
276,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,276,Alexander Bublik,268.7,268.7,% 2nd Serve Points Won,-7.237499999999994,"40-
50%"
277,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,277,Alexander Bublik,268.7,268.7,% Service Games Won,0.5125000000000071,"40-
50%"
278,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,278,Alexander Bublik,268.7,268.7,Avg. Aces/ Match,5.137500000000004,"40-
50%"
279,40,Alexander Bublik,"268,7","0,593","0,784","0,435","0,811",13,"6,6",268.7,40,279,Alexander Bublik,268.7,268.7,Avg. Double Faults/Match,-3.5250000000000226,"40-
50%"
280,41,Adrian Mannarino,"268,2","0,603","0,708","0,544","0,795","5,4","2,2",268.2,41,280,Adrian Mannarino,268.2,268.2,Serve Rating,0.0,"40-
50%"
281,41,Adrian Mannarino,"268,2","0,603","0,708","0,544","0,795","5,4","2,2",268.2,41,281,Adrian Mannarino,268.2,268.2,% 1st Serve,-6.062500000000002,"40-
50%"
282,41,Adrian Mannarino,"268,2","0,603","0,708","0,544","0,795","5,4","2,2",268.2,41,282,Adrian Mannarino,268.2,268.2,% 1st Serve Points Won,-0.9875000000000066,"40-
50%"
